id,group,groups,class,last_post,age_d,posts_24h,boots_24h,fwVer,fwVerTi,tiUartVer,bBootCount,bootReasonFlags,tifota_lastFailedVer,tifota_config_err,tiBslOkCnt,VddAdc,deviceState,failedCal,tiError,tiRecoveryExhausted,tiParked,sfProbeHeld,radioOveruseCnt,meterVal,tiBootCnt
4a27f3b0-14d3-11ec-94c5-95a06fbff7ce,All,2,stale,09/10 00:53,1099.4,0,,10566,,,15,,,,,,Standby,,,,,,,6335,
4a2cbff0-e0d4-11ef-a5fd-a97d57576080,The Oaks MHC,2,ok,09/13 04:29,0.2,2,0,16131,296,,19,6,0,0,,3653,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,2,57556.742,
4a4ce030-b755-11ef-8f43-73c96c0de66f,Scottsdale MHP,2,ti_dead+failed_cal,09/10 06:18,3.2,0,0,10671,,,26,20,,,,,Failed Calibration,,,,,,1,11430,
4a611750-94d3-11ec-a577-bf676923aa1d,Grove,2,stale,02/16 03:49,574.2,0,,10671,,,43,6,,,,,Metering,,,,,,1,25765,
4a663ec0-14df-11ec-94c5-95a06fbff7ce,All,1,stale,03/20 01:08,1638.4,0,,339,,,24,,,,,,Glitchy,,,,,,,13760.6,
4a681e30-ad80-11ed-8426-5912eec2be3c,Glenn Dorado,2,stale,03/16 05:18,546.2,0,,10671,,,61,6,,,,,Metering,,,,,,1,8910,
4a6c4330-88fb-11eb-ac50-8381cc3854c3,All,1,stale,07/27 10:25,1509.0,0,,560,,,10,,,,,,,,,,,,,1181.54,
4a710c60-a242-11f1-a1a6-391af391818e,Rustic Acres MHC,2,ok,09/10 09:18,3.0,0,0,17037,344,344,28,4,0,0,1,3677,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,620.587,12
4a770530-bbcc-11ed-8426-5912eec2be3c,All,2,stale,07/06 17:20,1164.7,0,,10562,,,1,,,,,,Standby,,,,,,,11375,
4a7c00c0-14cb-11ec-94c5-95a06fbff7ce,All,2,stale,07/04 17:51,1166.7,0,,10551,,,47,,,,,,Standby,,,,,,,20096,
4a7cffc0-dabf-11f0-b691-d965a62fa4fa,All,2,stale,12/16 13:53,270.8,0,,10300,159,,12,4,,,,,Not Metering,,,,,,1,0,
4a7d2910-9f19-11ef-82ac-6ff8f1723c66,Terrace on the Greens,2,ti_dead,09/11 06:56,2.1,0,0,10671,,,22,6,,,,,Metering,,,,,,1,68360,
4a8083c0-9615-11ee-ac4c-015334ece2e7,Arcadia Views,2,ti_dead,09/11 11:31,1.9,0,0,10671,,,28,20,,,,,Metering,,,,,,2,44455,
4a8b48b0-beba-11ed-8426-5912eec2be3c,All,2,stale,08/18 18:43,755.6,0,,10671,,,11,4,,,,,Standby,,,,,,2,77993,
4a9b4c80-84a4-11f0-8b4a-0d0197d44616,Chickadee Lane MHC,2,ok,09/13 09:10,0.0,2,0,16185,314,314,73,4,0,0,1,3649,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,29528.352,219
4aa047d0-4cd1-11f1-b1bb-f3574cce671d,All,2,stale,05/10 19:48,125.6,0,,16022,260,,12,4,,0,,3615,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,0,0,
4aa0b740-d4d3-11f0-b691-d965a62fa4fa,All,2,ok,09/13 04:32,0.2,2,0,362,209,,19,6,,0,,3659,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,2,4086.959,
4aa56030-0562-11ee-b15d-e3ac404013cb,GENII Production Failures,2,stale,04/27 20:23,503.6,0,,602,,,11,20,,,,,Standby,,,,,,1,4080,
4aadc350-19a6-11ec-94c5-95a06fbff7ce,The Lowell,2,stale,10/07 05:13,706.2,0,,10671,,,54,6,,,,,Metering,,,,,,1,99993,
4ab947b0-9f19-11ef-82ac-6ff8f1723c66,Terrace on the Greens,2,ti_dead,09/11 07:52,2.1,0,0,10671,,,16,6,,,,,Metering,,,,,,1,37410,
4ac5f1e0-9f19-11ef-82ac-6ff8f1723c66,All,2,stale,08/06 05:12,403.2,0,,10706,,,23,6,,,,,Standby,,,,,,1,5519,
4ac98670-a959-11f0-98a7-c3bc57f9afe3,Dorr Drive MHP,2,ok,09/13 07:43,0.1,2,0,16185,314,314,47,6,0,0,1,3645,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,59027.07,1
4acd2fb0-dacc-11f0-b691-d965a62fa4fa,All,2,stale,12/16 14:14,270.8,0,,10300,0,,13,6,,,,,Not Metering,,,,,,1,0,
4ad99310-f186-11f0-8900-8bd481ce9a44,All,2,stale,01/14 12:40,241.8,0,,10319,181,,12,4,,0,,,Not Metering,,,,,,1,0,
4add54a0-bddb-11ed-8426-5912eec2be3c,Refurb L SB,2,stale,02/12 15:52,943.7,0,,10649,,,19,6,,,,,Standby,,,,,,1,17428,
4ae2d630-2ca5-11ee-a8b5-978d1afca354,Oaklodge MHP,2,ti_dead+failed_cal,09/13 05:20,0.2,1,0,10706,,,42,6,,,,,Failed Calibration,,,,,,1,51177,
4ae4cbf0-8b7c-11f1-a1a6-391af391818e,Hoosier Park MHC,2,ok,09/13 07:12,0.1,2,0,17037,344,344,49,6,0,0,26,3680,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,399.967,2
4ae845a0-26ce-11f0-8272-45e3ef110760,Piney Park,2,ok,09/13 09:09,0.0,4,0,16185,314,20738,12,4,0,0,2,3660,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,0.568,6
4af3f4d0-9f1b-11ef-82ac-6ff8f1723c66,All,2,stale,10/16 03:20,332.3,0,,10706,,,23,6,,,,,Standby,,,,,,1,0,
4afb0ac0-8ac6-11f1-a1a6-391af391818e,All,2,failed_cal,09/13 07:59,0.1,2,0,17037,344,344,21,20,0,0,5,3671,Failed Cal,true,00000000 00000000 00000000 0000E000 00000780 00000000 00000000 00000000,0,,,1,0,7
4b034900-9f19-11ef-82ac-6ff8f1723c66,Terrace on the Greens,2,ti_dead,09/11 06:08,2.2,0,0,10693,,,39,4,,,,,Metering,,,,,,1,59269,
4b068610-2279-11ee-8565-6b22fca7e896,Ridgewood Gardens,2,ti_dead,09/10 05:43,3.2,0,0,10671,,,40,4,,,,,Standby,,,,,,1,27987,
4b1f43c0-94be-11ec-a577-bf676923aa1d,The Lowell,2,stale,04/23 06:53,508.1,0,,10671,,,107,20,,,,,Metering,,,,,,1,27405,
4b29b8d0-d21f-11f0-b691-d965a62fa4fa,GENII Production Failures,3,ok,09/13 03:46,0.3,1,0,363,219,,2112,6,,0,,3634,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,2,122.013,
4b2e23c0-5483-11f1-b1bb-f3574cce671d,Parkwood,2,failed_cal,09/13 07:25,0.1,4,0,17078,391,391,33,6,0,0,5,3637,Failed Cal,true,00000000 00000000 00000000 00006000 00000000 00000000 00000000 00000000,0,,,1,0,29
4b302cf0-89f4-11f1-a1a6-391af391818e,All,2,failed_cal,09/13 08:46,0.0,2,0,17037,344,344,34,4,0,0,33,3670,Failed Cal,true,00000000 00000000 00000000 0000E000 00000200 00000000 00000000 00000000,0,,,1,0,14
4b3599a0-ad7b-11ed-8426-5912eec2be3c,Country Squire MHC,2,ti_dead+failed_cal,09/11 03:54,2.3,0,0,10671,,,19,20,,,,,Failed Calibration,,,,,,1,36116,
4b37bcc0-46ab-11ee-af4e-2b411221b2af,Camelback,2,ti_dead,09/10 19:58,2.6,0,0,10671,,,42,20,,,,,Metering,,,,,,3,61227,
4b38d8c0-38b8-11f0-8e55-b138a1c03c8e,Mena Estates MHC,2,ok,09/13 09:21,0.0,4,0,16185,314,314,20,4,0,0,2,3661,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,2961.654,104
4b3a3fb0-8894-11ee-b77b-c10d9e19b72d,All,2,stale,11/21 15:13,1026.7,0,,10635,,,8,,,,,,Standby,,,,,,,0,
4b3b1700-c78b-11ef-8f43-73c96c0de66f,All,2,stale,02/18 03:17,572.2,0,,10178,69,,22,4,,,,,Not Metering,,No signal detected in both upstream and downstream channels.,,,,2,0,
4b3fda10-fe2b-11f0-8726-d3fa6d0d96af,Highlands MHC,2,ok,09/13 09:33,0.0,4,0,17037,344,344,24,6,0,0,2,3652,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,3,2832.652,1
4b448560-9fee-11f0-b5af-5dfa9891b485,Kingsbrook MHC,2,no_status,,,,,,,,,,,,,,,,,,,,,,
4b5eba60-4086-11f0-8e55-b138a1c03c8e,All,2,stale,11/17 05:37,300.1,0,,10292,247,,18,6,,,,,Not Metering,,,,,,1,0,
4b5fe7f0-9f19-11ef-82ac-6ff8f1723c66,All,2,ti_dead+failed_cal,09/10 04:39,3.2,0,0,10706,,,24,4,,,,,Failed Calibration,,,,,,1,1100,
4b625420-62c5-11f0-8658-7f4e94e41769,Kingsbrook MHC,2,ok,09/13 05:09,0.2,1,0,16131,296,,34,36,0,0,,3641,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,3922.071,
4b629460-19a6-11ec-94c5-95a06fbff7ce,All,2,stale,08/19 11:27,24.9,0,,10706,,,59,4,,,,,Standby,,,,,,1,25712,
4b64f300-2beb-11ee-a8b5-978d1afca354,All,2,stale,08/29 13:39,1110.8,0,,10612,,,8,,,,,,Waiting for direction,,,,,,,0,
4b67fe40-5311-11ee-9d1c-a706a1c099d4,Oakwood MHP,2,ti_dead,09/13 03:20,0.3,1,0,10706,,,56,6,,,,,Metering,,,,,,1,186935,
4b71f0a0-f0c4-11f0-8900-8bd481ce9a44,Country Edge MHC,2,ok,09/13 03:59,0.2,1,0,16131,296,,23,6,0,0,,3658,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,6225.385,
4b73ceb0-70be-11eb-ac50-8381cc3854c3,All,1,stale,03/31 21:16,1991.5,0,,537,,,164,,,,,,,,,,,,,29455.17,
4b788e90-19c0-11ec-94c5-95a06fbff7ce,Canyon Heights,2,stale,12/26 02:42,992.3,0,,10631,,,35,,,,,,Metering,,,,,,,11361,
4b7ac280-9fec-11f0-b5af-5dfa9891b485,All,1,no_status,,,,,,,,,,,,,,,,,,,,,,
4b804d60-9e08-11ed-8426-5912eec2be3c,Grove,2,stale,12/21 02:19,631.3,0,,10671,,,106,6,,,,,Metering,,,,,,1,4053,
4b86a650-3aa0-11f1-b198-172a4a9f25c9,Oakwood MHP,2,ok,09/13 10:06,-0.0,0,0,17037,344,558,26,20,0,0,2,3666,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,2565.77,2
4b8a17e0-2c93-11ee-a8b5-978d1afca354,Mission Apartments,2,ti_dead,09/10 05:13,3.2,0,0,10671,,,44,20,,,,,Metering,,,,,,1,81890,
4b91a650-9f19-11ef-82ac-6ff8f1723c66,All,2,stale,02/05 04:48,585.2,0,,10671,,,22,20,,,,,Standby,,,,,,1,0,
4b91f0f0-3aa0-11f1-b198-172a4a9f25c9,Fair Meadows MHC,2,ok,09/12 03:48,1.3,0,0,16022,260,,16,4,,0,,3666,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,1,28.696,
4b9a1090-720e-11ed-b9b4-b5291c26d4ab,Refurb L SB,2,stale,02/16 09:31,209.0,0,,10671,,,30,4,,,,,Standby,,,,,,1,0,
4b9a4950-2273-11ee-8565-6b22fca7e896,All,2,stale,02/12 13:37,212.8,0,,10693,,,64,4,,,,,Standby,,,,,,1,0,
4ba9ee40-cf5d-11ee-b85d-dba39f676200,All,2,stale,11/28 21:05,288.5,0,,10671,,,153,20,,,,,Standby,,,,,,3,44023,
4bb3a9c0-3aa0-11f1-b198-172a4a9f25c9,Paradise Village Cooperative MHC,2,ok,09/12 06:04,1.2,0,0,15154,260,,21,6,,0,,3664,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,1,38145.363,
4bb40ad0-8642-11f1-a1a6-391af391818e,Lakewood MH Park,2,ok,09/13 08:12,0.1,2,0,17037,344,597,22,6,0,0,2,3680,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,4171.13,4
4bbd0a60-94be-11ec-a577-bf676923aa1d,Tucson East,2,stale,03/26 07:20,536.1,0,,10671,,,64,6,,,,,Metering,,,,,,1,73968,
4bcac4e0-842d-11f0-8b4a-0d0197d44616,Pleasant View MHP,2,stale,07/06 21:01,68.5,0,,10292,159,,47,4,,,,,Metering,,,,,,1,11516.792,
4bcb4530-bbb9-11ed-8426-5912eec2be3c,All,2,stale,03/05 16:53,1287.7,0,,10540,,,1,,,,,,Standby,,,,,,,0,
4bd5b570-ae22-11eb-8f98-7b6578cffea3,All,2,stale,09/22 10:38,1817.0,0,,560,,,1437,,,,,,,,,,,,,6395.92,
4bd7a040-4cda-11f1-b1bb-f3574cce671d,All,2,stale,05/10 19:48,125.6,0,,16022,260,,9,4,,0,,3624,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,0,0,
4be04320-fe07-11f0-8726-d3fa6d0d96af,Highlands MHC,2,ok,09/13 02:55,0.3,1,0,362,209,,30,6,,0,,3651,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,2,10252.589,
4be53c30-d7a7-11f0-b691-d965a62fa4fa,Azulejo,2,ok,09/13 07:47,0.1,2,0,17037,344,344,25,20,0,0,4,3650,Metering,false,00000000 00000000 00000000 00000080 00000000 00000000 00000000 00000000,0,,,1,26588.855,2
4be681a0-b232-11ed-8426-5912eec2be3c,Ridgewood Gardens,2,stale,03/09 05:10,553.2,0,,10671,,,100,4,,,,,Standby,,,,,,1,19723,
4bec52d0-9431-11ec-a577-bf676923aa1d,All,2,stale,04/13 10:34,1249.0,0,,10490,,,1,,,,,,Standby,,,,,,,9755,
4bf23040-4062-11ee-af4e-2b411221b2af,All,2,stale,08/23 22:33,20.5,0,,10693,,,293,6,,,,,Standby,,,,,,1,0,
4bf336b0-db5c-11f0-b691-d965a62fa4fa,All,2,stale,12/17 10:49,269.9,0,,10300,159,,14,4,,,,,Not Metering,,,,,,1,0,
4bf5e510-26ce-11f0-8272-45e3ef110760,Green Forest,2,stale,02/27 13:02,197.8,0,,10322,181,,31,6,,0,,,Metering,,,,,,3,30448.527,
4bf8bf10-ae28-11eb-8f98-7b6578cffea3,All,1,stale,09/14 09:36,1460.0,0,,559,,,6,,,,,,,,,,,,,2258.5,
4c0d8de0-a7fb-11ed-8426-5912eec2be3c,Stone2620N,2,stale,01/07 05:44,614.1,0,,10671,,,67,4,,,,,Metering,,,,,,1,10568,
4c19c790-a0c7-11f1-a1a6-391af391818e,Reserve at Chapel Cove HOA,2,ok,09/13 08:04,0.1,2,0,17037,344,344,15,4,0,0,1,3677,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,158.694,17
4c1b26c0-d046-11ee-b85d-dba39f676200,Pace East,2,ti_dead,09/13 05:20,0.2,1,0,10671,,,41,4,,,,,Metering,,,,,,1,72893,
4c1c1650-2ca1-11ee-a8b5-978d1afca354,Preserve,2,ti_dead,09/10 06:23,3.1,0,0,10671,,,64,20,,,,,Metering,,,,,,1,15333,
4c1c7ed0-0946-11ed-8b39-15ed4ae7fa88,All,2,stale,07/26 06:33,49.1,0,,10671,,,41,20,,,,,Failed Calibration,,,,,,1,10339,
4c1cc550-9fe0-11f0-b5af-5dfa9891b485,All,2,stale,10/02 15:42,345.8,0,,10270,149,,17,4,,,,,Not Metering,,,,,,1,0,
4c1e72e0-5296-11ee-9d1c-a706a1c099d4,Oakwood MHP,2,ti_dead,09/13 05:33,0.2,1,0,10671,,,72,6,,,,,Metering,,,,,,1,82362,
4c210220-bbc0-11ed-8426-5912eec2be3c,Ridgewood Gardens,2,stale,01/19 10:26,967.9,0,,10631,,,213,,,,,,Metering,,,,,,,48087,
4c21c170-5614-11ef-af06-d3314982468b,All,2,stale,10/11 11:10,701.9,0,,10,13,,,,,,,,Standby,,,,,,,,
4c2d06e0-4086-11f0-8e55-b138a1c03c8e,All,2,stale,11/17 05:40,300.1,0,,10292,247,,23,6,,,,,Not Metering,,,,,,1,0,
4c343160-9038-11ec-a577-bf676923aa1d,All,2,stale,06/27 21:36,1538.5,0,,10420,,,33,,,,,,Glitchy,,,,,,,80320.54,
4c348270-0c51-11f1-8768-5551e7a34f27,Roosevelt MHC,2,ok,09/13 05:17,0.2,1,0,16131,296,,31,36,0,0,,3666,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,2,21464.813,
4c3eed70-857e-11ee-b77b-c10d9e19b72d,Valencia Village,2,ti_dead,09/11 12:43,1.9,0,0,10693,,,43,4,,,,,Metering,,,,,,2,12933,
4c3fc0a0-9f19-11ef-82ac-6ff8f1723c66,Terrace on the Greens,2,ti_dead,09/11 06:29,2.1,0,0,10671,,,23,4,,,,,Metering,,,,,,1,29543,
4c486f80-1c7d-11ef-b5d9-bf75c1762495,All,2,stale,09/24 23:29,718.4,0,,10671,,,33,20,,,,,Failed Calibration,,,,,,10,201,
4c4c4ac0-092d-11ed-8b39-15ed4ae7fa88,Refurb L SB,2,stale,07/03 07:12,72.1,0,,10671,,,45,4,,,,,Standby,,,,,,1,12824,
4c4d5f20-d25b-11ee-b85d-dba39f676200,All,2,stale,08/25 09:53,384.0,0,,10706,,,74,4,,,,,Standby,,,,,,1,695,
4c4e0430-8465-11f0-8b4a-0d0197d44616,All,2,stale,04/18 05:05,148.2,0,,15085,0,,4,6,,0,,3489,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,1,48100.086,
4c571930-9f19-11ef-82ac-6ff8f1723c66,Terrace on the Greens,2,ti_dead,09/11 05:40,2.2,0,0,10671,,,21,6,,,,,Metering,,,,,,1,29934,
4c59a660-c78b-11ef-8f43-73c96c0de66f,The Oaks MHC,2,ok,09/13 05:17,0.2,1,0,16131,296,,22,6,0,0,,3661,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,40633.82,
4c639c50-9f19-11ef-82ac-6ff8f1723c66,Terrace on the Greens,2,ti_dead,09/11 04:43,2.2,0,0,10671,,,22,6,,,,,Metering,,,,,,1,136432,
4c65af10-f23b-11f0-8900-8bd481ce9a44,Kay Bee Mobile Villa MHP,2,ok,09/12 03:46,1.3,0,0,16131,296,,33,6,0,0,,3671,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,33578.633,
4c663d00-71c8-11ed-b9b4-b5291c26d4ab,All,2,stale,03/10 04:00,1283.2,0,,10515,,,100064727,,,,,,Metering,,,,,,,12108,
4c692c40-4d66-11f1-b1bb-f3574cce671d,Oakwood MHP,2,ok,09/13 09:17,0.0,2,0,17037,344,344,23,20,0,0,1,3669,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,1468.801,2
4c765040-4ce5-11f1-b1bb-f3574cce671d,All,2,stale,05/10 22:03,125.5,0,,16022,260,,13,4,,0,,3624,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,0,0,
4c7c70e0-8237-11ee-b77b-c10d9e19b72d,Johnson's Trailer Park,2,ti_dead,09/10 04:39,3.2,0,0,10671,,,29,20,,,,,Standby,,,,,,1,19620,
4c83ef20-48a3-11f1-bc16-b52012ce6db2,All,2,stale,05/05 12:24,130.9,0,,15155,260,,16,4,,0,,3609,Not Metering,,00000040 00000000 00000000 0000C000 00000000 00000000 00000000 00000000,,,,0,0,
4c94baf0-3aa0-11f1-b198-172a4a9f25c9,Paradise Village Cooperative MHC,2,ok,09/13 02:39,0.3,1,0,15154,260,,22,6,,0,,3670,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,1,9416.42,
4c9aff30-b21f-11ed-8426-5912eec2be3c,All,2,stale,05/28 03:56,108.2,0,,10706,,,17,20,,,,,Metering,,,,,,1,68681,
4c9bc980-7258-11ed-b9b4-b5291c26d4ab,Glenn Dorado,2,ti_dead,09/13 04:59,0.2,1,0,10706,,,80,6,,,,,Standby,,,,,,1,22070,
4ca317e0-9fd6-11f0-b5af-5dfa9891b485,Carolina Springs MHP,2,ok,09/13 07:46,0.1,6,0,17078,391,391,41,6,0,0,4,3642,Calibrating,false,00000000 00000000 00000000 00004080 00000580 00000000 00000000 00000000,0,,,1,18636,234
4ca85c60-b755-11ef-8f43-73c96c0de66f,Scottsdale MHP,2,ti_dead+failed_cal,09/10 03:47,3.3,0,0,10706,,,18,20,,,,,Failed Calibration,,,,,,1,0,
4ca93050-01ff-11f0-92a4-09772dfb61f8,The Oaks MHC,2,ok,09/13 04:32,0.2,1,0,16131,296,,25,4,0,0,,3668,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,89.799,
4caa5c40-8379-11f0-8b4a-0d0197d44616,Westview Mobile Estates MHC,2,ok,09/13 04:49,0.2,2,0,362,209,,38,6,,0,,3634,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,2,18467.145,
4cab8fe0-9f1b-11ef-82ac-6ff8f1723c66,All,2,stale,11/21 05:16,296.2,0,,10706,,,23,20,,,,,Failed Calibration,,,,,,1,3388,
4cb31950-e58d-11ef-a76f-4d93d4a482f0,Backcountry MHC,2,ok,09/12 08:14,1.1,0,0,16185,314,314,45,6,0,0,1,3653,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,33394.836,1
4cb8cc20-4086-11f0-8e55-b138a1c03c8e,All,2,stale,11/17 05:40,300.1,0,,10292,247,,18,6,,,,,Not Metering,,,,,,1,0,
4cbc74c0-f624-11f0-b153-63024d3301e1,All,2,stale,04/19 06:02,147.2,0,,15130,55936,,24,6,,0,,3630,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,1,0,
4ccc6e10-943b-11ec-a577-bf676923aa1d,Grove,2,stale,05/11 06:42,855.1,0,,10671,,,44,6,,,,,Metering,,,,,,3,32642,
4cccd450-8899-11ee-b77b-c10d9e19b72d,All,2,ti_dead+failed_cal,09/10 07:45,3.1,0,0,10706,,,35,6,,,,,Failed Calibration,,,,,,1,4178,
4cccef60-d25b-11ee-b85d-dba39f676200,All,2,stale,08/26 03:36,383.3,0,,10706,,,82,6,,,,,Failed Calibration,,,,,,1,7248,
4cd3e3c0-c8c6-11f0-9842-6d029661c338,Kingsbrook MHC,2,ok,09/13 02:40,0.3,1,0,16131,296,,3095,36,0,0,,3645,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,18854.02,
4cda6990-61d6-11eb-ac50-8381cc3854c3,All,1,stale,04/09 10:13,1983.0,0,,542,,,1,,,,,,,,,,,,,0,
4cdda100-19b9-11ec-94c5-95a06fbff7ce,Canyon Heights,2,stale,08/05 06:57,769.1,0,,10671,,,58,6,,,,,Metering,,,,,,1,74656,
4cde4720-2c9c-11ee-a8b5-978d1afca354,Parkwood,2,ti_dead+failed_cal,09/13 05:53,0.2,1,0,10706,,,37,20,,,,,Failed Calibration,,,,,,1,87899,
4ce54250-9a36-11f0-b5af-5dfa9891b485,Holly Tree MHP,2,ok,09/13 08:06,0.1,2,0,16185,314,314,36,4,0,0,1,3637,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,23299.521,2
4ce8c980-7283-11ed-b9b4-b5291c26d4ab,All,2,stale,07/05 03:23,1166.3,0,,10558,,,23,,,,,,Standby,,,,,,,0,
4ced3b10-94c0-11ec-a577-bf676923aa1d,All,2,ti_dead+failed_cal,09/10 06:32,3.1,0,0,10693,,,22,20,,,,,Failed Calibration,,,,,,1,22460,
4ced91d0-cf5d-11ee-b85d-dba39f676200,All,2,stale,05/28 04:25,473.2,0,,10706,,,97,6,,,,,Standby,,,,,,1,18189,
4d024e00-9e59-11f0-b5af-5dfa9891b485,Mountaineer Village MHC,2,ok,09/12 03:41,1.3,0,0,15085,254,,29,6,,0,,3652,Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,1,52817.633,
4d073f80-79ef-11ef-b1d9-ff37f0a7cd32,Nelson Ledge Estates,2,ti_dead+failed_cal,09/10 04:14,3.2,0,0,10693,,,56,20,,,,,Failed Calibration,,,,,,1,10065,
4d0da2e0-4086-11f0-8e55-b138a1c03c8e,All,2,stale,11/17 05:40,300.1,0,,10292,247,,18,6,,,,,Not Metering,,,,,,1,0,
4d112550-4086-11f0-8e55-b138a1c03c8e,Selkirk MHC,2,stale,08/01 21:57,407.5,0,,10222,133,,2,6,,,,,Not Metering,,,,,,1,4292.35,
4d1a3c30-862d-11ef-b1d9-ff37f0a7cd32,Scottsdale MHP,2,ti_dead,09/10 04:46,3.2,0,0,10671,,,578,6,,,,,Metering,,,,,,1,109609,
4d1d1280-8ae9-11f1-a1a6-391af391818e,All,2,failed_cal,09/13 08:58,0.0,2,0,17037,344,344,23,20,0,0,5,3673,Failed Cal,true,00000000 00000000 00000000 0000E000 00000300 00000000 00000000 00000000,0,,,1,0,25
4d205630-48a3-11f1-bc16-b52012ce6db2,All,2,stale,05/05 12:14,130.9,0,,15155,260,,14,4,,0,,3619,Not Metering,,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,,,,0,0,
4d26ca40-cf5d-11ee-b85d-dba39f676200,All,2,stale,10/20 10:17,693.0,0,,10671,,,46,4,,,,,Standby,,,,,,1,0,
4d295430-19b2-11ec-94c5-95a06fbff7ce,All,1,stale,01/06 10:30,1710.9,0,,10204,,,37,,,,,,,,,,,,,6105.37,
4d31eb70-3cad-11ee-af4e-2b411221b2af,Salem Tennis Village,2,ti_dead,09/10 05:56,3.2,0,0,10693,,,52,20,,,,,Metering,,,,,,1,134377,
4d32f2f0-7855-11eb-ac50-8381cc3854c3,All,1,stale,02/02 23:23,1683.4,0,,557,,,29,,,,,,,,,,,,,563.14,
4d3502a0-9328-11f0-ac3b-59f8170a8dd3,Rusk MHC,2,ok,09/13 09:40,0.0,2,0,17037,344,344,41,20,0,0,6,3662,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,5144.289,2
4d3a0421-cf5d-11ee-b85d-dba39f676200,Stone2620N,2,stale,03/12 16:40,549.7,0,,10706,,,52,6,,,,,Failed Calibration,,,,,,7,2944,
4d3db390-4086-11f0-8e55-b138a1c03c8e,All,2,stale,11/17 05:35,300.1,0,,10292,247,,25,6,,,,,Not Metering,,,,,,1,0,
4d40c0d0-4086-11f0-8e55-b138a1c03c8e,All,2,stale,11/17 05:36,300.1,0,,10292,247,,28,6,,,,,Not Metering,,,,,,1,0,
4d44e460-ad43-11f0-98a7-c3bc57f9afe3,All,2,ok,09/13 09:17,0.0,4,0,17037,344,344,83,6,0,0,5,3634,Metering,false,00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000,0,,,1,53221.172,1
4d48c0a0-d7a3-11f0-b691-d965a62fa4fa,GENII Production Failures,2,stale,08/19 06:59,25.1,0,,16185,314,314,36,4,0,0,2,3641,Not Metering,true,00000000 00000000 00000000 00004080 00000000 00000000 00000000 00000000,0,,,1,91812,62
4d52b9a0-5ba3-11f1-b1bb-f3574cce671d,Nelson Ledge Estates,2,no_status,,,,,,,,,,,,,,,,,,,,,,
4d538810-0595-11ee-b15d-e3ac404013cb,All,1,stale,09/20 18:40,1088.6,0,,10631,,,45,,,,,,Standby,,,,,,,0,
