device_serial,tb_device_id,property_group,apartment,state_now,was_metering_before_17088,hours_since_17088_landed,failure_mode,root_cause,evidence,recommended_action,fwVerTi,rsrp,VddAdc,noWater_attr
72723424,03eff120-01de-11f1-af1d-29d4205d602a,Brian Fries 5YR,,Calibrating,no,67,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=22; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-96,3641,false
75368272,a2b2dc30-4d71-11f1-b1bb-f3574cce671d,Broken Arrow MHP - Cust,6101-198TH-ST,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=26; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-105,3657,false
77054627,c9bd1220-35a6-11f0-8e55-b138a1c03c8e,Carolina Springs MHP-CUST,CSP106-390-RIDGELINECT-2OF2,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=43; amp=240; gal7d=-1,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-110,3657,false
70265655,785690f0-9e65-11f0-b5af-5dfa9891b485,Carolina Springs MHP-CUST,CSP123-385-RIVERBASINCT,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=19; gal7d=-1,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-114,3640,false
72384843,495f0f90-9e59-11f0-b5af-5dfa9891b485,Carolina Springs MHP-CUST,CSP46-1757-GIBSONST,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=86; gal7d=-1,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-110,3640,false
72386459,d1ebf830-9e6a-11f0-b5af-5dfa9891b485,Carolina Springs MHP-CUST,CSP95-1721-GILMOREST,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=23; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-113,3627,false
70259260,2b09d0e0-9fa1-11f0-b5af-5dfa9891b485,Carolina Springs MHP-CUST,CSP98-1733-GILMOREST,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=63; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-108,3633,false
72381369,a5d44c70-a95a-11f0-98a7-c3bc57f9afe3,Crystal Acres MHC,48,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=28; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-112,3651,false
72378555,751f9740-a939-11f0-98a7-c3bc57f9afe3,Dorr Drive MHP,18,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=0; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-110,3610,false
77061952,4ff3ba40-3d01-11f0-8e55-b138a1c03c8e,Eastwood Hills MHC-CUST,EH100,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=30; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-108,3660,false
70271695,4fe4e280-c4cf-11f0-9842-6d029661c338,Eastwood Hills MHC-CUST,EH19,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=25; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-97,3656,false
72720198,96120210-c88a-11f0-9842-6d029661c338,Eastwood Hills MHC-CUST,TR311,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=22; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-110,3665,false
75373546,1b4326c0-06bc-11f1-a3d9-c99c67c82bc1,Estancia MHP-CUST,125,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=31; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-99,3651,false
75373363,3e79b490-06a5-11f1-a3d9-c99c67c82bc1,Estancia MHP-CUST,27,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=33; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-93,3650,false
75373884,f4a540f0-06a4-11f1-a3d9-c99c67c82bc1,Estancia MHP-CUST,47,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=28; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-103,3641,false
65822101,a412a6e0-cf6f-11ef-8f43-73c96c0de66f,Forest at Sherman MHC-CUST,50,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=23; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-112,3652,false
77056358,caccea00-352e-11f0-8e55-b138a1c03c8e,Fowler Apts MF,401-M,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=20; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-101,3611,false
70269087,994f4cc0-9a69-11f0-b5af-5dfa9891b485,Glenn Dorado,113-213,Calibrating,no,50,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",wdResets=5; gain=40; amp=0; gal7d=11,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-103,3659,false
72386988,b9d41330-ad39-11f0-98a7-c3bc57f9afe3,Green Acres MHC,8,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=32; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-112,3642,false
75365740,8e0e9800-4cc7-11f1-b1bb-f3574cce671d,Haven MHP,21,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=66; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-86,3674,false
75371946,b7fb3170-4ccf-11f1-b1bb-f3574cce671d,Haven MHP,4,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=25; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-109,3660,false
75362895,9fdfa2f0-4816-11f1-969c-6109d9dfb138,Heritage Apartments,D4,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=26; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-87,3657,false
75372761,c8d00eb0-fe07-11f0-8726-d3fa6d0d96af,Highlands MHC,11A,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=26; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-95,3641,false
72716543,84d67350-e487-11f0-8900-8bd481ce9a44,Hillview MHC,13,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=32; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-112,3649,false
72722517,79ce0c70-e487-11f0-8900-8bd481ce9a44,Hillview MHC,24,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=25; gal7d=-1,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-105,3645,false
72719331,16b5b290-01de-11f1-af1d-29d4205d602a,Hillview MHC,25,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=28; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-91,3642,false
75368496,255c6390-5498-11f1-b1bb-f3574cce671d,Island Club MHC-CUST,110,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=23; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-110,3670,false
75371904,579a7e70-4b22-11f1-bc16-b52012ce6db2,Kay Bee Mobile Villa MHP,105,Calibrating,no,74,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=165; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-96,3677,false
79460919,0827cac0-6c13-11f1-9333-3b2cfe68422f,Kay Lou-Cust,2624-I,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=29; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-80,3656,false
75367050,a74ed380-4d66-11f1-b1bb-f3574cce671d,Kingsbrook MHC,778AM,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=24; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-118,3636,false
79462105,38bde230-3aa1-11f1-b198-172a4a9f25c9,Lake Charles Duplexes,874B,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=109; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-65,3657,false
75373074,77f745d0-0c35-11f1-8768-5551e7a34f27,Noble Estates MHC-Cust,535,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=30; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-108,3644,false
77058511,5b8a2ab0-3d8d-11f0-8e55-b138a1c03c8e,Oak Forest Estate MHC,36,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=52; amp=373; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-105,3659,false
72383209,1b0d18d0-8379-11f0-8b4a-0d0197d44616,Oaklawn Park HOA - Cust,3405SOC,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=24; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-86,3650,false
75364313,7daa9410-4d66-11f1-b1bb-f3574cce671d,Oakwood MHP,23-OLD,Calibrating,no,50,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=26; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-110,3661,false
79461826,39c48760-4d66-11f1-b1bb-f3574cce671d,Oakwood MHP,70-REMOVED,Calibrating,no,75,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=31; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-99,3651,false
65827241,7931df10-e313-11ef-a5fd-a97d57576080,Oakwood MHP,91,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=32; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-100,3637,false
75361848,31a8a830-39d5-11f1-b198-172a4a9f25c9,Ontario Place MHC-CUST,94,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=40; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-111,3657,false
72391863,da6ddda0-ad44-11f0-98a7-c3bc57f9afe3,Opekiska St Duplex,B,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=27; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-82,3630,false
79463202,36541df0-65be-11f1-9333-3b2cfe68422f,Oswego MHP,LOT04,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=96; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-87,3643,false
79465454,8832b720-65bf-11f1-9333-3b2cfe68422f,Oswego MHP,LOT29,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=28; amp=283; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-92,3643,false
75362630,3c543980-4b22-11f1-bc16-b52012ce6db2,Pace East,21,Calibrating,no,51,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=55; amp=493; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-87,3672,false
75360048,bc06c5c0-3a93-11f1-b198-172a4a9f25c9,Paradise Village Cooperative MHC,5,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=49; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-82,3664,false
79456479,4b2e23c0-5483-11f1-b1bb-f3574cce671d,Parkwood,3103LINDA,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=34; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-111,3634,false
75362572,97fe2420-5483-11f1-b1bb-f3574cce671d,Parkwood,3392DONNA,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=28; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-107,3646,false
77055855,811b87e0-3db7-11f0-8e55-b138a1c03c8e,Parkwood,5208JUSTIN,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=34; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-98,3634,false
70264294,eb7483a0-5223-11f0-acb1-514e01860b07,Piney Park,33,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=27; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-111,3538,false
72380908,f4c127f0-837f-11f0-8b4a-0d0197d44616,Ponderosa MHC,21,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=41; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-106,3620,false
72388356,f7b60040-8477-11f0-8b4a-0d0197d44616,Ponderosa MHC,25,Calibrating,no,29,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=26; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-101,3624,false
70269616,5bed5e90-8384-11f0-8b4a-0d0197d44616,Ponderosa MHC,54,Calibrating,no,29,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=262; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-118,3633,false
72384827,7f136e60-842d-11f0-8b4a-0d0197d44616,Ponderosa MHC,57,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=27; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-119,3625,false
72378183,62f3d240-84a2-11f0-8b4a-0d0197d44616,Ponderosa MHC,61,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=23; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-110,3636,false
72380361,21f85c70-8420-11f0-8b4a-0d0197d44616,Ponderosa MHC,65,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=34; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-112,3613,false
77053314,e86bbcb0-3d78-11f0-8e55-b138a1c03c8e,Rainbird,1628HW,Calibrating,no,75,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=25; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-100,3595,false
72718622,47575ee0-c7bd-11f0-9842-6d029661c338,Riverview Apartments MF,35 start 11/1,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=22; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-78,3399,false
72716345,5d5763c0-c7bd-11f0-9842-6d029661c338,Riverview Apartments MF,38 start 9/1,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=29; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-70,3640,false
75371425,f40b8c40-0b76-11f1-a3d9-c99c67c82bc1,Roosevelt MHC,107,Calibrating,no,50,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=30; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-102,3686,false
75367696,9d6fb4c0-0b57-11f1-a3d9-c99c67c82bc1,Roosevelt MHC,43,Calibrating,no,50,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=23; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-111,3668,false
75372233,ab55c6a0-0c48-11f1-8768-5551e7a34f27,Roosevelt MHC,82,Calibrating,no,50,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=84; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-107,3636,false
75368066,0950cba0-f318-11f0-8900-8bd481ce9a44,Running Springs MHP,1,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=28; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-102,3645,false
79456701,e64ed090-8b77-11f1-a1a6-391af391818e,Rustic Acres MHC-CUST,,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=26; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-87,3668,false
79453351,ab297610-a25f-11f1-a1a6-391af391818e,Rustic Acres MHC-CUST,20,Calibrating,no,78,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=39; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-97,3658,false
79459002,e53bb930-a23c-11f1-a1a6-391af391818e,Rustic Acres MHC-CUST,25,Calibrating,no,78,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=32; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-92,3663,false
70269798,e121b210-52dc-11f0-acb1-514e01860b07,Shady Lane MHP-Cust,40 Maple Lane APT #3,Calibrating,no,55,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=151; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-101,3637,false
72392887,9b2d7f90-82e4-11f0-8b4a-0d0197d44616,Stafford MHC-CUST,303,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=72; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-106,3636,false
72387788,9a4bc020-ad2b-11f0-98a7-c3bc57f9afe3,Sunnyvale MHP,117,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=22; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-99,3645,false
70261480,92fd6b50-666f-11f0-8658-7f4e94e41769,Sunview MHP,15,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=27; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-97,3590,false
77061481,52ac2380-3d01-11f0-8e55-b138a1c03c8e,Trans Canada,B18TC,Calibrating,no,52,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=28; amp=281; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-98,3613,false
77054759,fc759810-3d92-11f0-8e55-b138a1c03c8e,Trans Canada,D1TC,Calibrating,no,53,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=27; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-106,3624,false
72393042,7d05ba00-98e7-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,1,Calibrating,no,78,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=26; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-108,3641,false
72385675,af775530-9a2b-11f0-b5af-5dfa9891b485,Virginia Beach HOA - Cust,163,Calibrating,no,54,"CALIBRATING (>48 h, no loop)","Calibrating for days with cal values changing, no watchdog resets, register flat: v391 surface walk never commits on this unit; pre-existing before 17088",gain=40; amp=24; gal7d=0,Bench root cause on a sample of 10 (cal telemetry); candidates for the calMinBlank / pipe-fit review,391,-105,3653,false
