group,device,fwVer,sessions,hung_est,days_with_records_of_7,rsrp_med,meterVal_first,meterVal_last,usage_7d_gal
Estancia MHP-CUST,Device 75374486,16185,4,0,0,-100.0,20405.553,20405.553,0.0
Estancia MHP-CUST,Device 75363802,15147,6,0,6,-104.0,2573.713,2588.915,15.20199999999977
Estancia MHP-CUST,Device 75373587,,0,0,,,,,
Estancia MHP-CUST,Device 75374056,16185,6,0,5,-109.0,4204.841,4300.509,95.66799999999967
Estancia MHP-CUST,Device 72724026,,0,0,,,,,
Estancia MHP-CUST,Device 72724166,15147,3,0,1,-104.0,1539.714,1577.192,37.478000000000065
Estancia MHP-CUST,Device 75374189,15147,7,0,5,-106.0,37768.539,39640.188,1871.649000000005
Estancia MHP-CUST,Device 75370716,15147,2,0,0,-124.0,15615.199,15989.06,373.86099999999897
Estancia MHP-CUST,Device 75367001,,0,0,,,,,
Estancia MHP-CUST,Device 75360923,15147,3,0,1,-117.0,13039.464,13709.637,670.1730000000007
Estancia MHP-CUST,Device 75364032,15147,7,0,7,-105.0,25815.92,26591.264,775.344000000001
Estancia MHP-CUST,Device 72723457,16185,7,0,6,-95.0,50410.371,50607.43,197.0590000000011
Estancia MHP-CUST,Device 75370302,16128,6,0,0,-110.0,30.555,30.555,0.0
Estancia MHP-CUST,Device 72723556,15147,4,0,0,-118.0,25326.184,26962.883,1636.6990000000005
Estancia MHP-CUST,Device 72724125,15147,7,0,7,-103.0,9833.471,10151.115,317.64400000000023
Estancia MHP-CUST,Device 72720750,15147,7,0,6,-114.0,4959.693,5175.922,216.22899999999936
Estancia MHP-CUST,Device 72722996,17037,7,0,7,-109.0,28082.844,29380.355,1297.5109999999986
Estancia MHP-CUST,Device 75361491,15147,3,0,3,-103.0,28749.363,29371.248,621.8849999999984
Estancia MHP-CUST,Device 72719422,16022,7,0,7,-115.0,48188.406,48715.305,526.8989999999976
Estancia MHP-CUST,Device 72724265,15147,7,0,7,-105.0,16817.086,17428.25,611.1640000000007
Estancia MHP-CUST,Device 72724000,15147,7,0,6,-98.0,10045.294,10220.212,174.91799999999967
Estancia MHP-CUST,Device 72719398,15147,5,0,6,-96.0,48841.422,50950.934,2109.5120000000024
Estancia MHP-CUST,Device 75361541,16185,7,0,1,-102.0,125.276,125.325,0.049000000000006594
Estancia MHP-CUST,Device 75364230,,0,0,,,,,
Estancia MHP-CUST,Device 72722806,15147,6,0,0,-93.0,4946.739,4946.739,0.0
Estancia MHP-CUST,Device 75364198,15147,5,0,7,-101.0,8853.91,9181.193,327.28299999999945
Estancia MHP-CUST,Device 72724109,15147,7,0,7,-96.0,20917.307,21797.863,880.5560000000005
Estancia MHP-CUST,Device 75366664,15147,17,0,6,-118.0,51167.219,51167.219,0.0
Estancia MHP-CUST,Device 75361350,16185,4,0,5,-99.0,30187.889,30543.82,355.9310000000005
Estancia MHP-CUST,Device 72715883,15147,6,0,7,-107.0,117489.008,118380.305,891.2969999999914
Estancia MHP-CUST,Device 72722350,,0,0,,,,,
Estancia MHP-CUST,Device 72717202,15147,7,0,6,-110.0,9244.201,9372.712,128.51100000000042
Estancia MHP-CUST,Device 70267891,15147,7,0,7,-107.0,60856.02,63663.629,2807.609000000004
Estancia MHP-CUST,Device 70272396,15147,7,0,0,-106.0,12107.847,12107.847,0.0
Estancia MHP-CUST,Device 72722236,17037,18,0,7,-98.0,99950.672,106801.789,6851.116999999998
Estancia MHP-CUST,Device 72722905,16185,7,0,1,-102.0,73104.141,75112.531,2008.3899999999994
Estancia MHP-CUST,Device 72721741,16185,7,0,1,-101.0,5320.496,5321.232,0.7359999999998763
Estancia MHP-CUST,Device 77054809,,0,0,,,,,
Estancia MHP-CUST,Device 70259849,15147,7,0,7,-92.0,34338.875,34964.16,625.2850000000035
Estancia MHP-CUST,Device 70261423,15147,6,0,7,-104.0,56942.801,58062.766,1119.9650000000038
Estancia MHP-CUST,Device 70268006,,0,0,,,,,
Estancia MHP-CUST,Device 70260383,16185,7,0,7,-91.0,8331.5,8921.404,589.9040000000005
Estancia MHP-CUST,Device 70267115,15147,7,0,3,-109.0,31050.834,31348.371,297.53700000000026
Estancia MHP-CUST,Device 70261845,15147,7,0,7,-108.0,7586.777,8040.73,453.9529999999995
Estancia MHP-CUST,Device 70265093,15147,7,0,7,-104.0,353154.25,353535.0,380.75
Estancia MHP-CUST,Device 70258734,15147,7,0,7,-102.0,43578.617,44398.93,820.3130000000019
Estancia MHP-CUST,Device 70264898,16185,7,0,7,-109.0,110921.648,112644.047,1722.399000000005
Estancia MHP-CUST,Device 70261886,15147,7,0,7,-102.0,11937.358,12478.299,540.9410000000007
Estancia MHP-CUST,Device 70265291,15147,7,0,7,-96.0,80259.977,80974.539,714.5620000000054
Estancia MHP-CUST,Device 70272008,15147,7,0,7,-98.0,66887.906,67633.25,745.3439999999973
Estancia MHP-CUST,Device 77059303,15147,7,0,7,-100.0,11460.46,11902.071,441.6110000000008
Estancia MHP-CUST,Device 70265473,15147,7,0,7,-95.0,61558.117,62639.094,1080.976999999999
Estancia MHP-CUST,Device 70263395,15147,7,0,7,-113.0,34590.508,35056.805,466.29699999999866
Estancia MHP-CUST,Device 70270580,16185,7,0,0,-108.0,76715.0,76715.0,0.0
Estancia MHP-CUST,Device 70264724,16185,7,0,0,-106.0,7398.218,7398.218,0.0
Estancia MHP-CUST,Device 70267974,15147,7,0,7,-105.0,20491.625,21055.068,563.4429999999993
Estancia MHP-CUST,Device 77053306,,0,0,,,,,
Estancia MHP-CUST,Device 77041772,15147,7,0,7,-100.0,72704.656,73498.656,794.0
Estancia MHP-CUST,Device 77055566,16185,13,0,7,-103.0,138789.984,142201.297,3411.3129999999946
Estancia MHP-CUST,Device 77054007,15147,8,0,7,-90.0,26965.461,28716.012,1750.5509999999995
Estancia MHP-CUST,Device 77042069,,0,0,,,,,
Estancia MHP-CUST,Device 77060194,15147,7,0,4,-106.0,28812.178,28813.365,1.1870000000017171
Estancia MHP-CUST,Device 65822846,15147,7,0,7,-101.0,16240.545,16294.525,53.97999999999956
Estancia MHP-CUST,Device 65824347,15147,7,0,7,-103.0,71413.531,72192.164,778.6330000000016
Estancia MHP-CUST,Device 65824040,15147,7,0,1,-108.0,0.0,0.0,0.0
Estancia MHP-CUST,Device 65825559,15147,7,0,2,-105.0,4915.712,4915.712,0.0
Estancia MHP-CUST,Device 65825807,15147,8,0,6,-108.0,62455.891,63038.934,583.0429999999978
Estancia MHP-CUST,Device 65827688,15147,8,0,7,-94.0,40536.43,42212.172,1675.7419999999984
Estancia MHP-CUST,Device 65823075,15147,29,0,7,-101.0,527502.625,536906.625,9404.0
Estancia MHP-CUST,Device 65825898,15147,7,0,7,-107.0,120166.891,121864.344,1697.452999999994
Estancia MHP-CUST,Device 65824172,15147,7,0,7,-99.0,75903.711,76342.234,438.52300000000105
Estancia MHP-CUST,Device 65830138,15147,14,0,7,-110.0,31741.885,38230.387,6488.502000000004
Estancia MHP-CUST,Device 65830567,16185,8,0,7,-96.0,171647.266,173214.578,1567.3120000000054
Estancia MHP-CUST,Device 65824511,16128,7,0,7,-99.0,844792.688,846289.125,1496.4370000000345
Estancia MHP-CUST,Device 65828843,17040,7,0,7,-105.0,41283.531,41304.281,20.75
Estancia MHP-CUST,Device 65829767,,0,0,,,,,
Estancia MHP-CUST,Device 65830161,15147,7,0,7,-108.0,179247.875,181598.422,2350.5469999999914
Estancia MHP-CUST,Device 65827209,15147,7,0,7,-100.0,31744.301,31850.443,106.14199999999983
Estancia MHP-CUST,Device 65830484,15147,7,0,7,-99.0,61728.168,62500.258,772.0900000000038
Estancia MHP-CUST,Device 65829981,16128,7,0,7,-92.0,236908.578,237787.031,878.4529999999795
Estancia MHP-CUST,Device 68618634,16185,7,0,7,-105.0,164726.234,165570.172,843.9379999999946
Estancia MHP-CUST,Device 65824768,15147,7,0,7,-93.0,42620.0,42835.758,215.75800000000163
Estancia MHP-CUST,Device 65830666,16185,7,0,7,-98.0,170638.734,171788.719,1149.9850000000151
Estancia MHP-CUST,Device 65822556,15147,7,0,7,-108.0,48688.504,49195.285,506.7810000000027
Estancia MHP-CUST,Device 65830757,16022,7,0,7,-101.0,48409.523,49002.238,592.7149999999965
Estancia MHP-CUST,Device 65828108,,0,0,,,,,
Estancia MHP-CUST,Device 65828199,16128,7,0,7,-95.0,72563.617,72926.063,362.4459999999963
Estancia MHP-CUST,Device 65825955,15147,9,0,7,-99.0,169588.359,172593.234,3004.875
Estancia MHP-CUST,Device 65822010,15147,7,0,7,-107.0,17432.795,18123.994,691.1990000000005
Estancia MHP-CUST,Device 65831920,15147,7,0,7,-109.0,110928.555,112042.805,1114.25
Estancia MHP-CUST,Device 65821970,15147,8,0,7,-104.0,74311.008,75432.195,1121.1870000000054
Estancia MHP-CUST,Device 65823794,,0,0,,,,,
Estancia MHP-CUST,Device 65822036,16022,7,0,7,-93.0,64905.98,65490.82,584.8399999999965
Estancia MHP-CUST,Device 65827233,15147,7,0,7,-100.0,47496.559,48161.668,665.1089999999967
Estancia MHP-CUST,Device 65823125,15147,7,0,7,-101.0,65213.531,65656.695,443.1640000000043
Estancia MHP-CUST,Device 65826342,15147,7,0,7,-98.0,139902.906,141402.219,1499.3130000000237
Estancia MHP-CUST,Device 65829510,16128,7,0,7,-105.0,31957.18,32276.943,319.762999999999
Estancia MHP-CUST,Device 65827001,15147,14,0,6,-107.0,58120.633,59853.684,1733.0509999999995
Estancia MHP-CUST,Device 65824123,,0,0,,,,,
Estancia MHP-CUST,Device 65826706,15147,7,0,7,-106.0,58897.051,59646.242,749.1909999999989
Estancia MHP-CUST,Device 65822978,,0,0,,,,,
Estancia MHP-CUST,Device 65828249,15147,7,0,7,-104.0,18822.457,19744.504,922.0470000000023
Estancia MHP-CUST,Device 65831938,15147,7,0,7,-110.0,12049.716,12630.231,580.5149999999994
Estancia MHP-CUST,Device 65825047,16185,8,0,7,-109.0,71969.539,73253.484,1283.9449999999924
Estancia MHP-CUST,Device 65827761,16185,8,0,7,-102.0,687.007,822.782,135.7750000000001
Estancia MHP-CUST,Device 65828389,,0,0,,,,,
Whispering Pines Mobile Estates-CUST,Device 72381302,362,12,0,7,-103.0,9841.624,10078.164,236.54000000000087
Whispering Pines Mobile Estates-CUST,Device 72391293,362,8,0,7,-106.0,5005.444,5113.855,108.41099999999915
Whispering Pines Mobile Estates-CUST,Device 72387127,362,11,0,7,-90.0,18614.84,19049.301,434.46099999999933
Whispering Pines Mobile Estates-CUST,Device 72391152,,0,0,,,,,
Whispering Pines Mobile Estates-CUST,Device 72391467,362,10,0,7,-108.0,16569.875,17500.559,930.6840000000011
Whispering Pines Mobile Estates-CUST,Device 72381815,362,12,0,7,-91.0,47973.242,48977.375,1004.1330000000016
Whispering Pines Mobile Estates-CUST,Device 72379595,362,11,0,7,-108.0,15364.022,15668.469,304.4469999999983
Whispering Pines Mobile Estates-CUST,Device 72381336,362,9,0,7,-108.0,24200.809,24498.389,297.5799999999981
Whispering Pines Mobile Estates-CUST,Device 70266406,362,13,0,7,-108.0,18015.564,18432.902,417.33799999999974
Whispering Pines Mobile Estates-CUST,Device 72381831,362,11,0,7,-102.0,9269.039,9505.893,236.85399999999936
Whispering Pines Mobile Estates-CUST,Device 70263429,362,11,0,7,-104.0,36999.992,37258.77,258.7779999999984
Whispering Pines Mobile Estates-CUST,Device 70260565,16131,7,0,7,-108.0,17967.648,18257.326,289.6779999999999
Whispering Pines Mobile Estates-CUST,Device 70263502,362,9,0,7,-90.0,13799.449,13944.982,145.53299999999945
Whispering Pines Mobile Estates-CUST,Device 72391277,362,11,0,7,-93.0,43986.133,44441.625,455.49199999999837
Whispering Pines Mobile Estates-CUST,Device 72378647,362,10,0,7,-106.0,17057.516,17358.834,301.3179999999993
Whispering Pines Mobile Estates-CUST,Device 70273105,362,7,0,0,-96.0,3051.317,3051.317,0.0
Whispering Pines Mobile Estates-CUST,Device 72381682,16131,8,0,7,-104.0,27786.801,28435.967,649.1660000000011
Whispering Pines Mobile Estates-CUST,Device 72378977,16131,7,0,7,-93.0,14248.242,14535.741,287.4989999999998
Whispering Pines Mobile Estates-CUST,Device 72378936,362,8,0,7,-92.0,24481.16,24907.268,426.1080000000002
Whispering Pines Mobile Estates-CUST,Device 72391095,362,12,0,7,-98.0,17543.324,17888.736,345.41200000000026
Whispering Pines Mobile Estates-CUST,Device 72378944,362,12,0,7,-100.0,17622.855,18572.883,950.0280000000021
Whispering Pines Mobile Estates-CUST,Device 72391491,362,10,0,7,-97.0,24515.965,25266.867,750.9019999999982
Whispering Pines Mobile Estates-CUST,Device 70268956,16022,7,0,7,-101.0,15459.791,15612.307,152.51600000000144
Whispering Pines Mobile Estates-CUST,Device 72384736,362,8,0,7,-97.0,32592.297,33090.66,498.36300000000483
Whispering Pines Mobile Estates-CUST,Device 70270382,17040,21,0,7,-103.0,184973.125,190713.641,5740.516000000003
Whispering Pines Mobile Estates-CUST,Device 70265572,362,13,0,7,-100.0,16665.77,16958.658,292.887999999999
Whispering Pines Mobile Estates-CUST,Device 70262918,362,12,0,7,-109.0,20848.674,21168.309,319.63500000000204
Whispering Pines Mobile Estates-CUST,Device 72383829,17040,7,0,0,-105.0,,,
Whispering Pines Mobile Estates-CUST,Device 70272776,362,14,0,7,-98.0,27902.85,28595.533,692.6830000000009
Whispering Pines Mobile Estates-CUST,Device 70265671,16131,7,0,7,-83.0,7413.543,8280.752,867.2090000000007
Whispering Pines Mobile Estates-CUST,Device 70263510,362,14,0,7,-101.0,14901.535,15275.379,373.84400000000096
Whispering Pines Mobile Estates-CUST,Device 72391616,16185,7,0,7,-94.0,2552.984,2574.959,21.97499999999991
Whispering Pines Mobile Estates-CUST,Device 72381187,362,11,0,7,-90.0,35504.906,36270.449,765.5429999999978
Whispering Pines Mobile Estates-CUST,Device 72381674,362,8,0,7,-85.0,158788.031,159161.797,373.76600000000326
Whispering Pines Mobile Estates-CUST,Device 72379470,362,10,0,7,-86.0,13656.757,13848.388,191.63100000000122
Whispering Pines Mobile Estates-CUST,Device 70263916,362,10,0,7,-95.0,19279.469,19605.305,325.83599999999933
Whispering Pines Mobile Estates-CUST,Device 72388588,,0,0,,,,,
Whispering Pines Mobile Estates-CUST,Device 70263205,362,10,0,6,-98.0,22480.096,22831.27,351.17399999999907
Whispering Pines Mobile Estates-CUST,Device 70261035,362,13,0,7,-105.0,154275.656,154557.516,281.86000000001513
Whispering Pines Mobile Estates-CUST,Device 70263437,16022,7,0,7,-71.0,28843.707,29056.289,212.58200000000215
Whispering Pines Mobile Estates-CUST,Device 70264252,362,12,0,7,-78.0,92272.578,92904.852,632.2740000000049
Whispering Pines Mobile Estates-CUST,Device 72378886,16131,6,0,0,-87.0,15681.0,15681.0,0.0
Whispering Pines Mobile Estates-CUST,Device 70259237,362,10,0,7,-85.0,24443.959,24576.973,133.01400000000285
Whispering Pines Mobile Estates-CUST,Device 70265515,362,9,0,7,-95.0,8963.206,9089.727,126.52100000000064
Whispering Pines Mobile Estates-CUST,Device 72391566,362,11,0,7,-74.0,12606.114,12789.421,183.3070000000007
Whispering Pines Mobile Estates-CUST,Device 72392085,362,11,0,7,-86.0,6051.992,6134.863,82.8710000000001
Whispering Pines Mobile Estates-CUST,Device 72379116,362,11,0,7,-92.0,28094.086,28310.234,216.14800000000105
Whispering Pines Mobile Estates-CUST,Device 72381823,362,9,0,6,-88.0,20951.182,21235.459,284.2769999999982
Whispering Pines Mobile Estates-CUST,Device 72378928,362,8,0,7,-78.0,8310.9,8522.21,211.3099999999995
Whispering Pines Mobile Estates-CUST,Device 70262355,16185,7,0,6,-87.0,16692.1,16702.703,10.603000000002794
Whispering Pines Mobile Estates-CUST,Device 72378753,,0,0,,,,,
Whispering Pines Mobile Estates-CUST,Device 70273113,362,9,0,7,-93.0,12773.492,12975.745,202.2530000000006
Whispering Pines Mobile Estates-CUST,Device 70267453,362,9,0,7,-88.0,5301.833,5393.512,91.67900000000009
Whispering Pines Mobile Estates-CUST,Device 72391442,,0,0,,,,,
Whispering Pines Mobile Estates-CUST,Device 72387358,362,11,0,7,-100.0,24061.424,24310.004,248.58000000000175
Whispering Pines Mobile Estates-CUST,Device 72383738,16131,7,0,7,-106.0,29897.82,30171.904,274.0839999999989
Whispering Pines Mobile Estates-CUST,Device 72381377,362,13,0,7,-82.0,15262.011,15640.323,378.3119999999999
Whispering Pines Mobile Estates-CUST,Device 70268709,362,9,0,7,-99.0,14480.206,14722.628,242.42200000000048
Whispering Pines Mobile Estates-CUST,Device 70273576,16022,10,0,7,-108.0,101954.227,104200.305,2246.077999999994
Whispering Pines Mobile Estates-CUST,Device 72379157,362,8,0,7,-86.0,17059.041,17319.049,260.007999999998
Whispering Pines Mobile Estates-CUST,Device 72380627,362,11,0,7,-75.0,18468.5,19924.883,1456.3830000000016
Whispering Pines Mobile Estates-CUST,Device 70260540,16131,6,0,6,-88.0,8865.69,9527.933,662.2430000000004
Whispering Pines Mobile Estates-CUST,Device 70259229,362,14,0,7,-80.0,9085.745,9308.278,222.53299999999945
Whispering Pines Mobile Estates-CUST,Device 70265606,16185,8,0,7,-81.0,15614.758,16363.076,748.3179999999993
Whispering Pines Mobile Estates-CUST,Device 70262306,16185,18,0,2,-85.0,,,
Whispering Pines Mobile Estates-CUST,Device 70272362,362,7,0,1,-80.0,10819.392,10822.801,3.4089999999996508
Whispering Pines Mobile Estates-CUST,Device 70265622,16185,7,0,7,-81.0,28353.891,29071.459,717.5679999999993
Whispering Pines Mobile Estates-CUST,Device 70272909,,0,0,,,,,
Whispering Pines Mobile Estates-CUST,Device 72391400,362,13,0,7,-89.0,25485.904,25912.035,426.1310000000012
Whispering Pines Mobile Estates-CUST,Device 72380015,16131,7,0,7,-112.0,16057.298,16653.156,595.8579999999984
Whispering Pines Mobile Estates-CUST,Device 70262116,362,12,0,7,-102.0,33655.813,34022.324,366.5109999999986
Whispering Pines Mobile Estates-CUST,Device 72392036,,0,0,,,,,
Whispering Pines Mobile Estates-CUST,Device 70263585,362,7,0,7,-106.0,22859.223,23112.115,252.89199999999983
Whispering Pines Mobile Estates-CUST,Device 70262447,17037,8,0,4,-97.0,57140.422,57191.301,50.879000000000815
Whispering Pines Mobile Estates-CUST,Device 70270200,16022,7,0,4,-94.0,2471.573,2490.439,18.865999999999985
Whispering Pines Mobile Estates-CUST,Device 70262165,16131,7,0,7,-87.0,12585.536,12597.228,11.691999999999098
Whispering Pines Mobile Estates-CUST,Device 72385766,362,10,0,7,-112.0,41348.527,42073.066,724.538999999997
Whispering Pines Mobile Estates-CUST,Device 72384470,362,8,0,7,-109.0,16818.322,17124.656,306.3339999999989
Whispering Pines Mobile Estates-CUST,Device 72388166,362,13,0,7,-101.0,23269.467,26042.41,2772.9429999999993
Whispering Pines Mobile Estates-CUST,Device 72383068,362,9,0,3,-98.0,21230.471,21317.004,86.53299999999945
Whispering Pines Mobile Estates-CUST,Device 72386848,362,9,0,7,-105.0,27354.186,28078.115,723.9290000000001
Whispering Pines Mobile Estates-CUST,Device 72385121,362,10,0,7,-107.0,21661.68,21791.863,130.1830000000009
Whispering Pines Mobile Estates-CUST,Device 72389305,16131,7,0,7,-107.0,21359.605,21732.369,372.7639999999992
Whispering Pines Mobile Estates-CUST,Device 72388273,362,10,0,7,-95.0,15944.872,16213.837,268.96500000000015
Whispering Pines Mobile Estates-CUST,Device 72389289,16022,7,0,5,-100.0,2509.997,2515.119,5.122000000000298
Whispering Pines Mobile Estates-CUST,Device 70268790,362,12,0,7,-104.0,7758.547,7878.773,120.22600000000057
Whispering Pines Mobile Estates-CUST,Device 72383464,17040,8,1,0,-96.0,303.143,303.143,0.0
Whispering Pines Mobile Estates-CUST,Device 72390766,362,11,0,7,-97.0,23079.535,23868.314,788.7789999999986
Whispering Pines Mobile Estates-CUST,Device 72391103,16185,2,0,0,-127.0,,,
Whispering Pines Mobile Estates-CUST,Device 70261639,362,7,0,7,-109.0,2255.223,2326.115,70.89199999999983
Whispering Pines Mobile Estates-CUST,Device 77028795,362,9,0,7,-94.0,29153.258,30337.793,1184.5349999999999
Whispering Pines Mobile Estates-CUST,Device 77052050,362,7,0,4,-84.0,15337.521,15669.884,332.3629999999994
Whispering Pines Mobile Estates-CUST,Device 65830278,362,10,0,7,-85.0,5276.54,5395.122,118.58200000000033
Whispering Pines Mobile Estates-CUST,Device 65827746,362,11,0,7,-100.0,42710.035,42862.762,152.72699999999895
Whispering Pines Mobile Estates-CUST,Device 68584554,362,10,0,7,-102.0,6475.703,6794.282,318.5789999999997
Whispering Pines Mobile Estates-CUST,Device 65823992,,0,0,,,,,
Chickadee Lane MHC,Device 70266778,16185,9,0,6,-101.0,9592.358,11506.105,1913.7469999999994
Chickadee Lane MHC,Device 70265531,16185,7,0,6,-87.0,26992.359,27192.648,200.28900000000067
Chickadee Lane MHC,Device 70265663,16185,7,0,7,-101.0,46051.352,46670.129,618.7770000000019
Chickadee Lane MHC,Device 72383092,16185,7,0,7,-89.0,42662.242,43404.73,742.4880000000048
Chickadee Lane MHC,Device 70267792,16185,6,0,5,-85.0,5746.017,5795.173,49.15599999999995
Chickadee Lane MHC,Device 70272966,16185,7,0,6,-94.0,36310.922,37551.531,1240.609000000004
Chickadee Lane MHC,Device 72380437,16185,7,0,6,-101.0,51106.992,52130.266,1023.2740000000049
Chickadee Lane MHC,Device 72386905,16185,7,0,6,-104.0,25237.818,25606.873,369.0550000000003
Chickadee Lane MHC,Device 70263726,16185,7,0,7,-99.0,76566.164,76809.055,242.8909999999887
Chickadee Lane MHC,Device 72385113,17037,7,0,7,-91.0,12536.851,13281.89,745.0389999999989
Chickadee Lane MHC,Device 72388968,16185,7,0,2,-106.0,29518.578,29525.922,7.3439999999973224
Chickadee Lane MHC,Device 72392739,16185,7,0,4,-91.0,3597.365,3604.259,6.894000000000233
Chickadee Lane MHC,Device 72386574,16185,8,0,7,-111.0,9601.385,9983.75,382.3649999999998
Chickadee Lane MHC,Device 72380742,16185,7,0,4,-111.0,9561.88,9908.606,346.72600000000057
Chickadee Lane MHC,Device 72388737,16185,6,0,5,-102.0,10073.494,10853.067,779.5729999999985
Chickadee Lane MHC,Device 72386509,16185,7,0,6,-103.0,9974.011,10492.447,518.4359999999997
Chickadee Lane MHC,Device 70263049,16185,7,0,2,-102.0,8049.029,8051.216,2.186999999999898
Chickadee Lane MHC,Device 72382854,16185,7,0,7,-85.0,10839.325,11293.756,454.4309999999987
Chickadee Lane MHC,Device 72384819,16185,7,0,7,-98.0,11592.041,12146.417,554.3760000000002
Chickadee Lane MHC,Device 72390444,16185,7,0,7,-102.0,9261.24,9724.593,463.353000000001
Chickadee Lane MHC,Device 72386343,16185,6,0,6,-105.0,146280.344,147111.359,831.0149999999849
Chickadee Lane MHC,Device 72388604,16185,7,0,7,-103.0,27415.971,27498.678,82.70699999999852
Chickadee Lane MHC,Device 72385196,16185,7,0,3,-113.0,24437.285,25443.059,1005.7740000000013
Chickadee Lane MHC,Device 72382961,16185,6,0,6,-99.0,191534.266,191810.156,275.88999999998487
Chickadee Lane MHC,Device 77029330,16185,7,0,7,-102.0,266383.5,267482.219,1098.7189999999828
Chickadee Lane MHC,Device 77029595,16185,7,0,7,-108.0,100603.375,102028.352,1424.976999999999
Chickadee Lane MHC,Device 77061366,16185,7,0,7,-108.0,35886.551,36440.027,553.4760000000024
Chickadee Lane MHC,Device 77056994,,0,0,,,,,
Chickadee Lane MHC,Device 77029041,16185,7,0,7,-100.0,121748.633,122854.914,1106.2810000000027
Chickadee Lane MHC,Device 77052282,16185,9,0,7,-97.0,42025.797,42752.547,726.75
Chickadee Lane MHC,Device 65829288,16185,7,0,7,-101.0,35910.348,36410.715,500.36699999999837
Chickadee Lane MHC,Device 77028589,16185,7,0,7,-106.0,54639.109,55178.148,539.0390000000043
Chickadee Lane MHC,Device 77056333,17037,7,0,7,-118.0,59889.273,60785.094,895.8209999999963
Chickadee Lane MHC,Device 77054353,16185,7,0,7,-97.0,89921.359,90572.828,651.4689999999973
Chickadee Lane MHC,Device 77058073,16185,7,0,7,-87.0,62331.66,63072.117,740.4569999999949
Chickadee Lane MHC,Device 77052167,17037,33,0,0,-118.0,64099.594,64990.918,891.3240000000005
Chickadee Lane MHC,Device 77055871,16185,7,0,7,-96.0,26490.248,27122.592,632.344000000001
Chickadee Lane MHC,Device 77028548,16185,7,0,1,-109.0,337.708,337.763,0.05499999999994998
Chickadee Lane MHC,Device 77055467,16131,7,0,7,-115.0,25665.15,26263.055,597.9049999999988
Chickadee Lane MHC,Device 77029371,,0,0,,,,,
Chickadee Lane MHC,Device 77041327,16185,7,0,7,-109.0,73069.711,73229.375,159.6640000000043
Chickadee Lane MHC,Device 77059220,16185,7,0,7,-107.0,154784.641,155256.844,472.2030000000086
Chickadee Lane MHC,Device 65831961,16185,7,0,0,-91.0,2835.0,2835.0,0.0
Chickadee Lane MHC,Device 2068608726,10693,2,0,6,-105.0,82369.0,82671.0,302.0
Chickadee Lane MHC,Device 2068608791,10693,2,0,6,-95.0,24502.0,24810.0,308.0
Chickadee Lane MHC,Device 2068607025,10693,2,0,4,-99.0,58314.0,58420.0,106.0
Chickadee Lane MHC,Device 2068599743,10693,3,0,6,-91.0,115353.0,115968.0,615.0
Chickadee Lane MHC,Device 2068605581,10693,3,0,6,-95.0,218418.0,219457.0,1039.0
Chickadee Lane MHC,Device 2068607710,10693,2,0,2,-87.0,22153.0,22153.0,0.0
Chickadee Lane MHC,Device 2068586377,10693,2,0,6,-96.0,87851.0,88532.0,681.0
Chickadee Lane MHC,Device 2068592847,10693,5,0,6,-90.0,108536.0,109037.0,501.0
Chickadee Lane MHC,Device 2068602505,10693,2,0,6,-89.0,132728.0,132928.0,200.0
Chickadee Lane MHC,Device 2068607363,10693,2,0,0,-107.0,44545.0,44545.0,0.0
Chickadee Lane MHC,Device 2068607603,10693,2,0,0,-124.0,99381.0,99381.0,0.0
Chickadee Lane MHC,Device 2068602364,10693,2,0,6,-95.0,79824.0,80467.0,643.0
Chickadee Lane MHC,Device 2068604865,10693,2,0,6,-100.0,28777.0,28886.0,109.0
Chickadee Lane MHC,Device 2068584810,10693,2,0,6,-94.0,54157.0,54402.0,245.0
Chickadee Lane MHC,Device 2068604154,10693,2,0,6,-93.0,32367.0,32721.0,354.0
Chickadee Lane MHC,Device 2068604055,10693,2,0,6,-95.0,143785.0,143906.0,121.0
Chickadee Lane MHC,Device 2068606639,10693,2,0,6,-93.0,110935.0,111283.0,348.0
Chickadee Lane MHC,Device 2068583986,10693,2,0,6,-97.0,43543.0,43794.0,251.0
Chickadee Lane MHC,Device 2068614583,10693,2,0,6,-90.0,180330.0,180931.0,601.0
Chickadee Lane MHC,Device 2068608544,10693,2,0,6,-92.0,67531.0,68653.0,1122.0
Chickadee Lane MHC,Device 2068607538,10693,2,0,6,-100.0,30820.0,31076.0,256.0
Chickadee Lane MHC,Device 2068614641,,0,0,,,,,
Chickadee Lane MHC,Device 2068584778,10706,2,0,6,-102.0,71673.0,71791.0,118.0
Chickadee Lane MHC,Device 2068593118,10693,2,0,6,-105.0,55673.0,55951.0,278.0
Chickadee Lane MHC,Device 2068575966,10693,2,0,6,-110.0,84370.0,85032.0,662.0
Chickadee Lane MHC,Device 2068607926,10693,2,0,6,-109.0,42785.0,43145.0,360.0
Chickadee Lane MHC,Device 2068607637,10693,2,0,6,-99.0,80456.0,81031.0,575.0
Chickadee Lane MHC,Device 2068587870,10693,3,0,0,-94.0,180913.0,180913.0,0.0
Chickadee Lane MHC,Device 2068605748,10693,2,0,6,-101.0,205669.0,206813.0,1144.0
Chickadee Lane MHC,Device 2068606357,10693,2,0,6,-105.0,98944.0,99686.0,742.0
Chickadee Lane MHC,Device 2068600558,10693,2,0,6,-96.0,66818.0,67106.0,288.0
