group,device,fwVer,sessions,completed,hung_est,days_with_records_of_7,rsrp_med
Carolina Springs MHP-CUST,Device 72390832,16022,10,9,0,6,-115.0
Carolina Springs MHP-CUST,Device 72387317,362,11,12,0,4,-121.0
Carolina Springs MHP-CUST,Device 70258858,16131,7,6,0,7,-122.0
Carolina Springs MHP-CUST,Device 72378795,16131,7,6,0,7,-114.0
Carolina Springs MHP-CUST,Device 70272727,16131,7,6,0,7,-110.0
Carolina Springs MHP-CUST,Device 70267867,362,12,11,0,5,-115.0
Carolina Springs MHP-CUST,Device 70262157,16131,7,6,0,5,-106.0
Carolina Springs MHP-CUST,Device 70264088,16131,7,6,0,6,-111.0
Carolina Springs MHP-CUST,Device 72387143,16131,8,7,0,7,-112.0
Carolina Springs MHP-CUST,Device 70269335,362,12,13,0,7,-117.0
Carolina Springs MHP-CUST,Device 72380981,362,11,13,0,7,-107.0
Carolina Springs MHP-CUST,Device 70272156,362,10,13,0,7,-118.0
Carolina Springs MHP-CUST,Device 72380486,16022,7,6,0,5,-115.0
Carolina Springs MHP-CUST,Device 72391871,362,9,8,0,7,-113.0
Carolina Springs MHP-CUST,Device 72384710,362,10,12,0,7,-116.0
Carolina Springs MHP-CUST,Device 72392002,16022,5,6,0,6,-114.0
Carolina Springs MHP-CUST,Device 72392192,362,10,13,0,7,-116.0
Carolina Springs MHP-CUST,Device 72378746,362,13,13,0,7,-119.0
Carolina Springs MHP-CUST,Device 70262124,362,12,13,0,7,-120.0
Carolina Springs MHP-CUST,Device 72391228,362,8,11,0,3,-120.0
Carolina Springs MHP-CUST,Device 72391061,362,12,13,0,7,-111.0
Carolina Springs MHP-CUST,Device 70262132,362,9,13,0,7,-108.0
Carolina Springs MHP-CUST,Device 70262488,362,13,13,0,7,-109.0
Carolina Springs MHP-CUST,Device 70266398,362,11,13,0,6,-111.0
Carolina Springs MHP-CUST,Device 72392044,362,9,13,0,4,-107.0
Carolina Springs MHP-CUST,Device 70273071,362,14,13,0,6,-107.0
Carolina Springs MHP-CUST,Device 72380551,362,12,13,0,7,-109.0
Carolina Springs MHP-CUST,Device 70272834,362,12,13,0,7,-115.0
Carolina Springs MHP-CUST,Device 70262314,362,8,12,0,3,-107.0
Carolina Springs MHP-CUST,Device 70259260,362,10,13,0,7,-103.0
Carolina Springs MHP-CUST,Device 70269202,362,11,12,0,7,-116.0
Carolina Springs MHP-CUST,Device 72383795,16131,4,11,0,0,-116.0
Carolina Springs MHP-CUST,Device 72381104,362,13,13,0,7,-118.0
Carolina Springs MHP-CUST,Device 70259245,362,12,13,0,7,-109.0
Carolina Springs MHP-CUST,Device 72392093,362,10,13,0,7,-116.0
Carolina Springs MHP-CUST,Device 72382003,362,12,13,0,6,-105.0
Carolina Springs MHP-CUST,Device 70272552,362,13,13,0,3,-120.0
Carolina Springs MHP-CUST,Device 72381906,16022,8,7,0,7,-111.0
Carolina Springs MHP-CUST,Device 70272578,362,13,14,0,7,-118.0
Carolina Springs MHP-CUST,Device 70273543,362,12,13,0,7,-108.0
Carolina Springs MHP-CUST,Device 70263809,16131,6,5,0,0,-107.0
Carolina Springs MHP-CUST,Device 70263411,362,13,13,0,7,-108.0
Carolina Springs MHP-CUST,Device 72391053,362,11,13,0,7,-100.0
Carolina Springs MHP-CUST,Device 72381328,16131,7,6,0,7,-117.0
Carolina Springs MHP-CUST,Device 70272990,362,12,13,0,7,-111.0
Carolina Springs MHP-CUST,Device 70266992,362,9,13,0,7,-111.0
Carolina Springs MHP-CUST,Device 72391939,362,12,13,0,7,-108.0
Carolina Springs MHP-CUST,Device 70262249,362,9,13,0,7,-106.0
Carolina Springs MHP-CUST,Device 70269418,362,14,13,0,7,-117.0
Carolina Springs MHP-CUST,Device 72384553,362,12,14,0,7,-111.0
Carolina Springs MHP-CUST,Device 70272123,16131,7,6,0,7,-109.0
Carolina Springs MHP-CUST,Device 70269657,362,7,11,0,3,-120.0
Carolina Springs MHP-CUST,Device 70269046,16131,7,6,0,4,-115.0
Carolina Springs MHP-CUST,Device 70265754,362,13,13,0,7,-109.0
Carolina Springs MHP-CUST,Device 70272867,362,12,13,0,7,-112.0
Carolina Springs MHP-CUST,Device 70263577,362,12,13,0,7,-106.0
Carolina Springs MHP-CUST,Device 72383605,362,13,12,0,6,-118.0
Carolina Springs MHP-CUST,Device 70265564,16131,6,5,0,0,-110.0
Carolina Springs MHP-CUST,Device 70266059,362,11,13,0,7,-110.0
Carolina Springs MHP-CUST,Device 70262611,362,12,13,0,7,-108.0
Carolina Springs MHP-CUST,Device 70262215,362,11,12,0,7,-109.0
Carolina Springs MHP-CUST,Device 72386459,362,8,7,0,7,-113.0
Carolina Springs MHP-CUST,Device 70265689,362,9,13,0,7,-109.0
Carolina Springs MHP-CUST,Device 70266067,16131,7,6,0,7,-110.0
Carolina Springs MHP-CUST,Device 72380668,362,12,12,0,7,-111.0
Carolina Springs MHP-CUST,Device 72391574,362,10,14,0,7,-113.0
Carolina Springs MHP-CUST,Device 70265655,17037,7,6,0,7,-111.0
Carolina Springs MHP-CUST,Device 72385550,362,12,13,0,7,-116.0
Carolina Springs MHP-CUST,Device 72381955,,0,0,0,,
Carolina Springs MHP-CUST,Device 70272768,,0,0,0,,
Carolina Springs MHP-CUST,Device 70272784,16131,6,5,0,6,-116.0
Carolina Springs MHP-CUST,Device 70272883,362,0,0,0,,
Carolina Springs MHP-CUST,Device 72384843,362,16,16,0,7,-107.0
Carolina Springs MHP-CUST,Device 70258841,16131,6,6,0,5,-109.0
Carolina Springs MHP-CUST,Device 72391434,16131,7,6,0,7,-115.0
Carolina Springs MHP-CUST,Device 72379421,,0,0,0,,
Carolina Springs MHP-CUST,Device 72379074,362,7,13,0,0,-106.0
Carolina Springs MHP-CUST,Device 72381443,16131,7,6,0,7,-107.0
Carolina Springs MHP-CUST,Device 70266505,362,7,13,0,5,-113.0
Carolina Springs MHP-CUST,Device 70259625,362,9,13,0,7,-112.0
Carolina Springs MHP-CUST,Device 72381393,16131,6,5,0,6,-113.0
Carolina Springs MHP-CUST,Device 72380619,16131,7,6,0,7,-108.0
Carolina Springs MHP-CUST,Device 72381203,362,6,9,0,4,-116.0
Carolina Springs MHP-CUST,Device 72380023,16131,7,6,0,7,-115.0
Carolina Springs MHP-CUST,Device 72388513,,0,0,0,,
Carolina Springs MHP-CUST,Device 70263072,,0,0,0,,
Carolina Springs MHP-CUST,Device 72388695,362,9,11,0,5,-117.0
Carolina Springs MHP-CUST,Device 72378621,362,13,13,0,7,-113.0
Carolina Springs MHP-CUST,Device 77058925,,0,0,0,,
Carolina Springs MHP-CUST,Device 70264450,,0,0,0,,
Carolina Springs MHP-CUST,Device 77041707,17037,6,5,0,7,-112.0
Carolina Springs MHP-CUST,Device 77054627,17037,6,6,0,7,-111.0
Carolina Springs MHP-CUST,Device 77061432,16131,14,13,0,7,-109.0
Carolina Springs MHP-CUST,Device 77053173,362,8,13,0,7,-108.0
Carolina Springs MHP-CUST,Device 77054239,362,7,13,0,1,-115.0
Carolina Springs MHP-CUST,Device 65829478,16131,7,6,0,0,-122.0
Carolina Springs MHP-CUST,Device 65825666,,0,0,0,,
Carolina Springs MHP-CUST,Device 65825542,17037,3,2,0,0,-123.0
Carolina Springs MHP-CUST,Device 65826250,362,7,13,0,7,-107.0
Carolina Springs MHP-CUST,Device 65822234,362,7,13,0,7,-110.0
Stafford MHC-CUST,Device 75366854,17037,7,6,0,6,-87.0
Stafford MHC-CUST,Device 75367571,17037,10,9,0,7,-113.0
Stafford MHC-CUST,Device 79455265,16185,7,6,0,7,-101.0
Stafford MHC-CUST,Device 75365526,17037,7,6,0,7,-107.0
Stafford MHC-CUST,Device 79456271,17037,7,6,0,7,-99.0
Stafford MHC-CUST,Device 75365328,16185,7,6,0,7,-95.0
Stafford MHC-CUST,Device 75364511,16185,7,6,0,6,-106.0
Stafford MHC-CUST,Device 75362549,16185,9,8,0,7,-92.0
Stafford MHC-CUST,Device 79454888,16185,7,6,0,7,-106.0
Stafford MHC-CUST,Device 75367266,16185,7,6,0,6,-113.0
Stafford MHC-CUST,Device 75365468,16185,7,6,0,7,-115.0
Stafford MHC-CUST,Device 75361194,17037,7,6,0,3,-107.0
Stafford MHC-CUST,Device 79461834,17037,7,7,0,7,-116.0
Stafford MHC-CUST,Device 75368017,17037,7,6,0,7,-98.0
Stafford MHC-CUST,Device 75366433,16185,7,6,0,7,-118.0
Stafford MHC-CUST,Device 75365393,16185,7,6,0,7,-100.0
Stafford MHC-CUST,Device 79467005,16185,7,6,0,2,-107.0
Stafford MHC-CUST,Device 79454292,17037,10,10,0,7,-104.0
Stafford MHC-CUST,Device 75364537,16185,7,6,0,5,-93.0
Stafford MHC-CUST,Device 79454169,16185,7,6,0,7,-97.0
Stafford MHC-CUST,Device 75360832,16185,9,8,0,7,-101.0
Stafford MHC-CUST,Device 75368900,16185,7,6,0,7,-109.0
Stafford MHC-CUST,Device 75371821,363,7,13,0,7,-111.0
Stafford MHC-CUST,Device 79453773,17037,7,6,0,7,-103.0
Stafford MHC-CUST,Device 75368033,363,8,13,0,7,-95.0
Stafford MHC-CUST,Device 75369437,16185,7,6,0,7,-97.0
Stafford MHC-CUST,Device 75361269,363,14,13,0,7,-112.0
Stafford MHC-CUST,Device 75373231,16128,7,7,0,7,-80.0
Stafford MHC-CUST,Device 75372993,363,12,13,0,7,-96.0
Stafford MHC-CUST,Device 75371508,,0,0,0,,
Stafford MHC-CUST,Device 75367183,363,7,7,0,7,-96.0
Stafford MHC-CUST,Device 75361178,,0,0,0,,
Stafford MHC-CUST,Device 75371243,363,10,13,0,7,-113.0
Stafford MHC-CUST,Device 75370450,363,13,14,0,7,-106.0
Stafford MHC-CUST,Device 75360725,363,12,13,0,7,-108.0
Stafford MHC-CUST,Device 72723614,16022,7,6,0,7,-104.0
Stafford MHC-CUST,Device 75368884,17037,7,6,0,7,-90.0
Stafford MHC-CUST,Device 72719471,363,7,13,0,7,-87.0
Stafford MHC-CUST,Device 72724356,363,12,12,0,6,-99.0
Stafford MHC-CUST,Device 72716188,17037,6,6,0,2,-119.0
Stafford MHC-CUST,Device 72713946,16185,8,6,1,0,-109.0
Stafford MHC-CUST,Device 70271778,17040,9,8,0,3,-101.0
Stafford MHC-CUST,Device 72717228,16185,34,33,0,7,-85.0
Stafford MHC-CUST,Device 72717459,17040,6,6,0,0,-95.0
Stafford MHC-CUST,Device 72721964,17040,9,7,1,2,-97.0
Stafford MHC-CUST,Device 72721550,363,10,12,0,7,-96.0
Stafford MHC-CUST,Device 72719182,363,13,14,0,7,-101.0
Stafford MHC-CUST,Device 72714621,,0,0,0,,
Stafford MHC-CUST,Device 72387101,16131,7,6,0,7,-88.0
Stafford MHC-CUST,Device 72390758,17037,7,6,0,7,-84.0
Stafford MHC-CUST,Device 72392481,363,9,13,0,7,-80.0
Stafford MHC-CUST,Device 72383761,16022,7,6,0,7,-93.0
Stafford MHC-CUST,Device 72385386,16185,7,6,0,7,-79.0
Stafford MHC-CUST,Device 70263056,,0,0,0,,
Stafford MHC-CUST,Device 72386012,16185,7,6,0,4,-88.0
Stafford MHC-CUST,Device 70269459,17037,7,6,0,7,-102.0
Stafford MHC-CUST,Device 70262827,363,9,13,0,5,-120.0
Stafford MHC-CUST,Device 72392119,363,12,13,0,7,-108.0
Stafford MHC-CUST,Device 70262892,363,13,12,0,7,-117.0
Stafford MHC-CUST,Device 72379967,16185,7,6,0,7,-98.0
Stafford MHC-CUST,Device 72390162,16185,6,6,0,7,-84.0
Stafford MHC-CUST,Device 72388596,16185,7,6,0,5,-97.0
Stafford MHC-CUST,Device 72392184,16022,7,6,0,0,-101.0
Stafford MHC-CUST,Device 72392127,17037,7,6,0,3,-95.0
Stafford MHC-CUST,Device 72390485,363,8,13,0,7,-106.0
Stafford MHC-CUST,Device 70262975,,0,0,0,,
Stafford MHC-CUST,Device 72379801,16022,7,6,0,7,-107.0
Stafford MHC-CUST,Device 70263064,17037,7,6,0,7,-76.0
Stafford MHC-CUST,Device 70262785,17037,7,6,0,7,-102.0
Stafford MHC-CUST,Device 72390055,363,9,13,0,7,-101.0
Stafford MHC-CUST,Device 72384421,16185,8,7,0,7,-88.0
Stafford MHC-CUST,Device 72382706,363,10,13,0,7,-83.0
Stafford MHC-CUST,Device 72383613,16131,7,6,0,7,-106.0
Stafford MHC-CUST,Device 72392606,363,12,13,0,7,-117.0
Stafford MHC-CUST,Device 70262504,363,13,13,0,7,-98.0
Stafford MHC-CUST,Device 70268949,16185,8,6,1,7,-110.0
Stafford MHC-CUST,Device 72388158,363,12,13,0,7,-111.0
Stafford MHC-CUST,Device 72390642,363,12,12,0,6,-102.0
Stafford MHC-CUST,Device 70262710,16185,7,6,0,7,-108.0
Stafford MHC-CUST,Device 70269004,16185,7,6,0,5,-113.0
Stafford MHC-CUST,Device 72392960,363,11,13,0,7,-112.0
Stafford MHC-CUST,Device 72385931,17040,10,8,1,0,-110.0
Stafford MHC-CUST,Device 72388372,16022,8,7,0,7,-104.0
Stafford MHC-CUST,Device 72385022,16131,5,4,0,6,-75.0
Stafford MHC-CUST,Device 70263023,363,11,13,0,7,-109.0
Stafford MHC-CUST,Device 72390311,16131,7,6,0,7,-104.0
Stafford MHC-CUST,Device 72386350,363,11,13,0,7,-108.0
Stafford MHC-CUST,Device 72390147,17037,6,6,0,7,-80.0
Stafford MHC-CUST,Device 72392648,16185,9,8,0,7,-115.0
Stafford MHC-CUST,Device 72382219,,0,0,0,,
Stafford MHC-CUST,Device 72385824,,0,0,0,,
Stafford MHC-CUST,Device 72378480,16022,7,6,0,7,-89.0
Stafford MHC-CUST,Device 72385907,363,12,12,0,7,-113.0
Stafford MHC-CUST,Device 72390824,363,11,13,0,7,-110.0
Stafford MHC-CUST,Device 72392515,363,14,13,0,7,-106.0
Stafford MHC-CUST,Device 72389073,363,13,15,0,7,-83.0
Stafford MHC-CUST,Device 70262728,16131,7,6,0,7,-106.0
Stafford MHC-CUST,Device 72390121,16185,7,6,0,6,-90.0
Stafford MHC-CUST,Device 72389636,363,7,6,0,7,-117.0
Stafford MHC-CUST,Device 72389321,,0,0,0,,
Stafford MHC-CUST,Device 72383365,16131,7,6,0,7,-103.0
Stafford MHC-CUST,Device 72383225,17037,14,13,0,7,-122.0
Stafford MHC-CUST,Device 72386731,16131,7,6,0,7,-105.0
Stafford MHC-CUST,Device 72392531,16185,7,6,0,7,-93.0
Stafford MHC-CUST,Device 72386293,17037,10,9,0,7,-108.0
Stafford MHC-CUST,Device 72386319,16185,5,6,0,7,-115.0
Stafford MHC-CUST,Device 72389255,17037,6,6,0,3,-123.0
Stafford MHC-CUST,Device 72386087,16185,7,6,0,7,-113.0
Stafford MHC-CUST,Device 72389123,16131,6,5,0,6,-116.0
Stafford MHC-CUST,Device 72389776,16022,7,6,0,6,-106.0
Stafford MHC-CUST,Device 72388992,363,12,13,0,7,-104.0
Stafford MHC-CUST,Device 72378217,363,13,13,0,7,-105.0
Stafford MHC-CUST,Device 72389784,363,13,15,0,7,-109.0
Stafford MHC-CUST,Device 72389545,17037,7,6,0,0,-109.0
Stafford MHC-CUST,Device 72386137,363,9,13,0,7,-105.0
Stafford MHC-CUST,Device 72392390,17037,8,7,0,7,-103.0
Stafford MHC-CUST,Device 72389107,363,9,13,0,7,-114.0
Stafford MHC-CUST,Device 72392770,16131,6,5,0,6,-112.0
Stafford MHC-CUST,Device 72388398,16131,7,6,0,7,-118.0
Stafford MHC-CUST,Device 72380890,16185,9,8,0,6,-113.0
Stafford MHC-CUST,Device 72388778,363,13,14,0,7,-116.0
Stafford MHC-CUST,Device 72383027,16185,7,6,0,0,-102.0
Stafford MHC-CUST,Device 72378530,17037,16,16,0,7,-82.0
Stafford MHC-CUST,Device 72385311,16185,7,6,0,5,-103.0
Stafford MHC-CUST,Device 72382623,363,12,13,0,7,-104.0
Stafford MHC-CUST,Device 72386186,363,13,13,0,7,-111.0
Stafford MHC-CUST,Device 72378241,16185,7,6,0,7,-91.0
Stafford MHC-CUST,Device 72386814,,0,0,0,,
Stafford MHC-CUST,Device 72390170,16185,7,6,0,7,-101.0
Stafford MHC-CUST,Device 72389602,363,11,13,0,7,-101.0
Stafford MHC-CUST,Device 72388786,16022,7,6,0,7,-100.0
Stafford MHC-CUST,Device 72384520,17040,5,6,0,0,-122.0
Stafford MHC-CUST,Device 72384363,363,14,16,0,7,-104.0
Stafford MHC-CUST,Device 72388133,363,8,13,0,3,-107.0
Stafford MHC-CUST,Device 72384355,17037,15,13,1,1,-122.0
Stafford MHC-CUST,Device 72384579,16185,7,6,0,7,-109.0
Stafford MHC-CUST,Device 72388067,363,7,13,0,7,-97.0
Stafford MHC-CUST,Device 72383019,,0,0,0,,
Stafford MHC-CUST,Device 72383118,16185,7,6,0,7,-99.0
Stafford MHC-CUST,Device 72384538,16185,17,16,0,7,-96.0
Stafford MHC-CUST,Device 72385857,363,14,13,0,7,-105.0
Stafford MHC-CUST,Device 72386301,16128,7,6,0,7,-101.0
Stafford MHC-CUST,Device 72390261,16185,7,6,0,7,-93.0
Stafford MHC-CUST,Device 72389529,363,7,6,0,7,-98.0
Stafford MHC-CUST,Device 72388752,16022,7,6,0,7,-112.0
Stafford MHC-CUST,Device 72393034,16131,7,6,0,7,-108.0
Stafford MHC-CUST,Device 72385998,363,14,13,0,7,-103.0
Stafford MHC-CUST,Device 72392259,17040,7,6,0,0,-107.0
Stafford MHC-CUST,Device 72382458,16131,7,6,0,7,-99.0
Stafford MHC-CUST,Device 72392135,363,11,13,0,7,-113.0
Stafford MHC-CUST,Device 72384496,16185,7,6,0,7,-109.0
Stafford MHC-CUST,Device 72383639,16131,7,6,0,7,-101.0
Stafford MHC-CUST,Device 72392572,16131,7,6,0,7,-105.0
Stafford MHC-CUST,Device 72384462,16128,7,6,0,7,-102.0
Stafford MHC-CUST,Device 72388547,16131,7,6,0,4,-116.0
Stafford MHC-CUST,Device 72385873,17037,7,6,0,7,-100.0
Stafford MHC-CUST,Device 72384413,363,13,13,0,7,-110.0
Stafford MHC-CUST,Device 72389156,16022,7,6,0,7,-104.0
Stafford MHC-CUST,Device 72381526,16185,11,10,0,7,-103.0
Stafford MHC-CUST,Device 72389198,16131,7,6,0,6,-112.0
Stafford MHC-CUST,Device 72388976,363,10,13,0,7,-99.0
Stafford MHC-CUST,Device 72387911,16185,7,6,0,7,-107.0
Stafford MHC-CUST,Device 72383357,363,7,6,0,7,-102.0
Stafford MHC-CUST,Device 72389131,16131,10,9,0,7,-108.0
Stafford MHC-CUST,Device 72388653,16185,7,6,0,7,-106.0
Stafford MHC-CUST,Device 72385915,16185,7,6,0,7,-94.0
Stafford MHC-CUST,Device 72386525,16185,7,6,0,7,-105.0
Stafford MHC-CUST,Device 72386327,16022,7,6,0,0,-109.0
Stafford MHC-CUST,Device 72389719,363,11,13,0,7,-110.0
Stafford MHC-CUST,Device 72392465,16128,7,6,0,7,-104.0
Stafford MHC-CUST,Device 72389800,363,12,13,0,7,-104.0
Stafford MHC-CUST,Device 72384454,,0,0,0,,
Stafford MHC-CUST,Device 72392457,363,7,13,0,0,-103.0
Stafford MHC-CUST,Device 72386434,16131,7,6,0,7,-103.0
Stafford MHC-CUST,Device 72387838,363,9,13,0,7,-105.0
Stafford MHC-CUST,Device 72392275,16185,9,8,0,7,-100.0
Stafford MHC-CUST,Device 72385865,,0,0,0,,
Stafford MHC-CUST,Device 72383563,16022,7,6,0,7,-112.0
Stafford MHC-CUST,Device 72389693,16131,7,6,0,7,-95.0
Stafford MHC-CUST,Device 72388489,16185,7,6,0,7,-100.0
Stafford MHC-CUST,Device 72389495,16131,7,6,0,7,-96.0
Stafford MHC-CUST,Device 72384348,16022,7,6,0,7,-101.0
Stafford MHC-CUST,Device 72389503,,0,0,0,,
Stafford MHC-CUST,Device 72389610,16131,7,6,0,7,-113.0
Stafford MHC-CUST,Device 72387655,17037,7,6,0,7,-101.0
Stafford MHC-CUST,Device 72389354,16185,21,20,0,7,-108.0
Stafford MHC-CUST,Device 72388091,363,8,13,0,7,-103.0
Stafford MHC-CUST,Device 72389214,16131,7,6,0,6,-100.0
Stafford MHC-CUST,Device 72392945,363,13,14,0,7,-101.0
Stafford MHC-CUST,Device 72387903,,0,0,0,,
Stafford MHC-CUST,Device 72382474,16185,7,7,0,7,-103.0
Stafford MHC-CUST,Device 72392887,363,7,6,0,7,-105.0
Stafford MHC-CUST,Device 72392267,363,12,13,0,7,-100.0
Stafford MHC-CUST,Device 72389586,363,8,13,0,7,-107.0
Stafford MHC-CUST,Device 70264682,16022,7,6,0,7,-112.0
Stafford MHC-CUST,Device 70270614,363,11,13,0,7,-94.0
Stafford MHC-CUST,Device 72392416,16131,7,6,0,7,-95.0
Stafford MHC-CUST,Device 72392499,363,11,13,0,7,-108.0
Stafford MHC-CUST,Device 72393018,17037,7,6,0,7,-102.0
Stafford MHC-CUST,Device 72386178,16185,9,8,0,7,-109.0
Stafford MHC-CUST,Device 72392242,363,13,13,0,7,-103.0
Stafford MHC-CUST,Device 72383258,16022,6,6,0,0,-110.0
Stafford MHC-CUST,Device 72387929,16131,7,6,0,7,-105.0
Stafford MHC-CUST,Device 70267701,16131,7,6,0,6,-101.0
Stafford MHC-CUST,Device 70264112,363,14,13,0,7,-109.0
Stafford MHC-CUST,Device 72383423,16131,7,6,0,7,-115.0
Stafford MHC-CUST,Device 72389362,363,10,13,0,7,-102.0
Stafford MHC-CUST,Device 70264146,,0,0,0,,
Stafford MHC-CUST,Device 70267412,,0,0,0,,
Stafford MHC-CUST,Device 70265820,363,11,14,0,7,-101.0
Stafford MHC-CUST,Device 70273204,363,12,14,0,7,-103.0
Stafford MHC-CUST,Device 70260482,,0,0,0,,
Stafford MHC-CUST,Device 70258627,363,9,13,0,7,-104.0
Parker MHC-CUST,Device 75374585,17037,7,6,0,7,-86.0
Parker MHC-CUST,Device 72719638,362,7,12,0,2,-91.0
Parker MHC-CUST,Device 72721170,362,10,13,0,7,-102.0
Parker MHC-CUST,Device 72723093,17037,7,6,0,7,-99.0
Parker MHC-CUST,Device 72715511,16185,8,7,0,7,-98.0
Parker MHC-CUST,Device 72718655,362,13,13,0,6,-87.0
Parker MHC-CUST,Device 70266919,362,12,14,0,7,-104.0
Parker MHC-CUST,Device 70272453,362,12,11,0,7,-87.0
Parker MHC-CUST,Device 72717590,16131,7,6,0,7,-105.0
Parker MHC-CUST,Device 72719315,17037,9,8,0,7,-90.0
Parker MHC-CUST,Device 72719711,16185,7,6,0,7,-98.0
Parker MHC-CUST,Device 72722814,362,8,13,0,7,-88.0
Parker MHC-CUST,Device 72723705,16185,7,6,0,5,-85.0
Parker MHC-CUST,Device 72715222,362,8,13,0,7,-99.0
Parker MHC-CUST,Device 72718960,16185,6,6,0,7,-92.0
Parker MHC-CUST,Device 72719844,16185,7,6,0,7,-95.0
Parker MHC-CUST,Device 70272693,16185,6,7,0,6,-82.0
Parker MHC-CUST,Device 70270440,17037,7,6,0,0,-88.0
Parker MHC-CUST,Device 72716824,16185,7,6,0,7,-96.0
Parker MHC-CUST,Device 70261563,362,9,13,0,7,-90.0
Parker MHC-CUST,Device 72718861,362,13,13,0,7,-96.0
Parker MHC-CUST,Device 70271927,16185,7,6,0,7,-107.0
Parker MHC-CUST,Device 72721816,16131,8,7,0,6,-96.0
Parker MHC-CUST,Device 72721105,16185,7,6,0,6,-99.0
Parker MHC-CUST,Device 72714969,16185,7,6,0,7,-102.0
Parker MHC-CUST,Device 72719224,16185,7,6,0,3,-94.0
Parker MHC-CUST,Device 70271679,16185,7,6,0,7,-101.0
Parker MHC-CUST,Device 72721162,16185,7,6,0,7,-86.0
Parker MHC-CUST,Device 72717558,16185,7,6,0,7,-101.0
Parker MHC-CUST,Device 70272412,16185,7,6,0,7,-106.0
Parker MHC-CUST,Device 72715479,16185,8,6,1,7,-95.0
Parker MHC-CUST,Device 70272669,17037,6,5,0,7,-101.0
Parker MHC-CUST,Device 72719745,,0,0,0,,
Parker MHC-CUST,Device 72719232,16185,7,6,0,7,-84.0
Parker MHC-CUST,Device 72721501,16185,7,6,0,7,-101.0
Parker MHC-CUST,Device 72719455,362,12,13,0,7,-83.0
Parker MHC-CUST,Device 70272347,17037,7,6,0,7,-93.0
Parker MHC-CUST,Device 65826508,16185,9,8,0,7,-97.0
Parker MHC-CUST,Device 65826730,16185,7,6,0,7,-106.0
Parker MHC-CUST,Device 65823836,362,11,13,0,7,-85.0
Parker MHC-CUST,Device 65830864,16022,7,6,0,7,-107.0
Parker MHC-CUST,Device 65831219,16185,7,6,0,7,-87.0
Parker MHC-CUST,Device 68588225,16185,7,6,0,7,-94.0
Noble Estates MHC-Cust,Device 75360410,17032,7,6,0,7,-110.0
Noble Estates MHC-Cust,Device 75365971,,0,0,0,,
Noble Estates MHC-Cust,Device 79462576,17037,7,6,0,7,-118.0
Noble Estates MHC-Cust,Device 75374577,17037,7,6,0,7,-112.0
Noble Estates MHC-Cust,Device 75369155,17032,2,1,0,0,-124.0
Noble Estates MHC-Cust,Device 75362770,,0,0,0,,
Noble Estates MHC-Cust,Device 79462865,16185,5,6,0,2,-118.0
Noble Estates MHC-Cust,Device 75361731,17037,2,2,0,0,-119.0
Noble Estates MHC-Cust,Device 72715966,,0,0,0,,
Noble Estates MHC-Cust,Device 75360865,16185,5,3,1,1,-118.0
Noble Estates MHC-Cust,Device 75371631,16130,7,6,0,6,-106.0
Noble Estates MHC-Cust,Device 72720305,17040,7,6,0,0,-111.0
Noble Estates MHC-Cust,Device 72714498,17037,7,6,0,3,-118.0
Noble Estates MHC-Cust,Device 75373009,17037,6,6,0,4,-114.0
Noble Estates MHC-Cust,Device 75373660,17037,7,6,0,7,-115.0
Noble Estates MHC-Cust,Device 75360675,17032,7,6,0,0,-107.0
Noble Estates MHC-Cust,Device 75363265,17037,9,9,0,5,-112.0
Noble Estates MHC-Cust,Device 75363307,17032,6,5,0,3,-117.0
Noble Estates MHC-Cust,Device 75362531,17037,31,32,0,3,-114.0
Noble Estates MHC-Cust,Device 75364099,16185,7,6,0,7,-111.0
Noble Estates MHC-Cust,Device 72713763,16131,6,5,0,0,-117.0
Noble Estates MHC-Cust,Device 75362648,17040,7,7,0,0,-123.0
Noble Estates MHC-Cust,Device 75366631,17032,4,4,0,2,-120.0
Noble Estates MHC-Cust,Device 72719117,17037,7,6,0,4,-106.0
Noble Estates MHC-Cust,Device 75371607,17037,7,6,0,7,-118.0
Noble Estates MHC-Cust,Device 75371102,17037,4,5,0,0,-117.0
Noble Estates MHC-Cust,Device 75368199,16131,7,6,0,7,-108.0
Noble Estates MHC-Cust,Device 75361509,17037,9,6,2,0,-120.0
Noble Estates MHC-Cust,Device 75366623,17037,5,5,0,4,-122.0
Noble Estates MHC-Cust,Device 75370468,17032,6,6,0,1,-123.0
Noble Estates MHC-Cust,Device 75365237,16130,7,6,0,6,-113.0
Noble Estates MHC-Cust,Device 75366888,17037,7,6,0,4,-111.0
Noble Estates MHC-Cust,Device 75369197,17032,6,5,0,2,-125.0
Noble Estates MHC-Cust,Device 75372654,17037,6,6,0,7,-116.0
Noble Estates MHC-Cust,Device 75360626,16185,7,6,0,7,-106.0
Noble Estates MHC-Cust,Device 75367746,17037,7,6,0,2,-121.0
Noble Estates MHC-Cust,Device 75372456,16185,8,6,1,7,-119.0
Noble Estates MHC-Cust,Device 75373074,17040,7,6,0,0,-101.0
Noble Estates MHC-Cust,Device 75370955,17037,7,6,0,6,-112.0
Noble Estates MHC-Cust,Device 75363356,16185,7,6,0,7,-107.0
Noble Estates MHC-Cust,Device 75365401,16185,7,6,0,6,-113.0
Noble Estates MHC-Cust,Device 75370344,,0,0,0,,
Noble Estates MHC-Cust,Device 75363448,17037,4,4,0,5,-120.0
